<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.01.05	02:00:00	45807.50	46278.50	45700.00	46252.50	3469	0	3000
2022.01.05	03:00:00	46252.50	46314.50	46078.00	46083.00	2585	0	3000
2022.01.05	04:00:00	46083.00	46375.00	46083.00	46288.50	2393	0	3000
2022.01.05	05:00:00	46288.50	46533.50	46288.50	46415.50	2403	0	3000
2022.01.05	06:00:00	46415.50	46512.50	46336.50	46397.50	1987	0	3000
2022.01.05	07:00:00	46400.50	46400.50	46232.50	46292.50	2094	0	3000
2022.01.05	08:00:00	46292.50	46459.00	46233.00	46443.00	2025	0	3000
2022.01.05	09:00:00	46443.00	46478.50	46326.00	46388.50	2098	0	3000
2022.01.05	10:00:00	46388.50	46668.50	46255.50	46631.50	2447	0	3000
2022.01.05	11:00:00	46631.50	46938.50	46569.00	46852.50	2683	0	3000
2022.01.05	12:00:00	46852.50	47051.50	46643.00	46801.50	2818	0	3000
2022.01.05	13:00:00	46801.50	46829.50	46105.00	46264.00	3445	0	3000
2022.01.05	14:00:00	46264.00	46338.00	45878.50	46218.00	3850	0	3000
2022.01.05	15:00:00	46218.00	46441.50	46097.00	46431.50	3314	0	3000
2022.01.05	16:00:00	46431.50	46818.00	46141.50	46693.50	4517	0	3000
2022.01.05	17:00:00	46694.50	46820.50	46362.00	46609.00	3790	0	3000
2022.01.05	18:00:00	46612.00	46666.00	46273.50	46292.50	2947	0	3000
2022.01.05	19:00:00	46292.50	46459.00	45986.00	45994.00	2927	0	3000
2022.01.05	20:00:00	45995.00	46294.50	45540.50	45909.00	5446	0	3000
2022.01.05	21:00:00	45911.00	46099.00	44456.00	44659.00	7606	0	3000
2022.01.05	22:00:00	44659.00	44813.00	43707.00	43948.00	9208	0	3000
2022.01.05	23:00:00	43946.50	44308.50	43409.00	43646.00	6847	0	3000
2022.01.06	00:00:00	43584.50	43764.50	42465.00	43427.50	8830	0	3000
2022.01.06	01:00:00	43427.50	43694.50	43231.00	43434.50	6743	0	3000
2022.01.06	02:00:00	43440.50	43755.00	43263.50	43670.50	5149	0	3000
2022.01.06	03:00:00	43669.50	43769.00	43292.50	43535.00	3761	0	3000
2022.01.06	04:00:00	43535.00	43601.00	43136.50	43243.50	3868	0	3000
2022.01.06	05:00:00	43243.50	43293.50	42808.50	42817.50	4785	0	3000
2022.01.06	06:00:00	42817.50	43133.50	42561.00	43014.50	6161	0	3000
2022.01.06	07:00:00	43015.50	43232.50	42802.50	43032.50	4736	0	3000
2022.01.06	08:00:00	43032.50	43212.50	42886.50	43067.50	4085	0	3000
2022.01.06	09:00:00	43079.00	43246.50	42974.50	43223.50	3615	0	3000
2022.01.06	10:00:00	43222.50	43244.00	42899.50	43035.00	4390	0	3000
2022.01.06	11:00:00	43035.00	43069.00	42414.50	42566.00	6164	0	3000
2022.01.06	12:00:00	42567.00	42931.50	42539.00	42867.50	4755	0	3000
2022.01.06	13:00:00	42867.50	42940.50	42672.50	42852.50	3796	0	3000
