<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.08.13	15:00:00	24433.50	24474.50	24300.50	24442.50	2377	0	3000
2022.08.13	16:00:00	24442.50	24529.00	24415.50	24460.50	2281	0	3000
2022.08.13	17:00:00	24460.50	24530.50	24421.50	24469.50	2470	0	3000
2022.08.13	18:00:00	24469.50	24600.50	24440.00	24509.00	2942	0	3000
2022.08.13	19:00:00	24509.00	24558.50	24453.50	24483.00	2436	0	3000
2022.08.13	20:00:00	24483.00	24572.50	24459.50	24565.50	2132	0	3000
2022.08.13	21:00:00	24565.50	24590.00	24389.50	24446.50	2672	0	3000
2022.08.13	22:00:00	24446.50	24498.00	24336.00	24398.50	2482	0	3000
2022.08.13	23:00:00	24398.50	24502.00	24321.50	24492.50	2322	0	3000
2022.08.14	00:00:00	24482.00	24543.00	24455.50	24496.50	1369	0	3000
2022.08.14	01:00:00	24496.50	24523.50	24383.00	24384.00	1805	0	3000
2022.08.14	02:00:00	24384.00	24491.50	24326.50	24440.50	2210	0	3000
2022.08.14	03:00:00	24441.00	24509.50	24340.50	24508.50	2301	0	3000
2022.08.14	04:00:00	24507.00	24633.00	24407.50	24580.00	3287	0	3000
2022.08.14	05:00:00	24580.00	24613.50	24499.50	24598.50	1996	0	3000
2022.08.14	06:00:00	24596.00	24622.00	24539.50	24567.00	1828	0	3000
2022.08.14	07:00:00	24566.00	24634.50	24495.50	24565.00	2290	0	3000
2022.08.14	08:00:00	24565.00	24611.50	24522.50	24582.00	1906	0	3000
2022.08.14	09:00:00	24582.00	24672.50	24581.50	24669.50	1953	0	3000
2022.08.14	10:00:00	24669.50	25019.00	24660.50	24872.00	5605	0	3000
2022.08.14	13:00:00	24752.00	24752.50	24604.00	24618.00	2236	0	3000
2022.08.14	14:00:00	24618.00	24674.00	24518.50	24562.00	2284	0	3000
2022.08.14	15:00:00	24562.00	24587.50	24470.50	24523.50	2552	0	3000
2022.08.14	16:00:00	24523.50	24527.50	24395.50	24471.50	3003	0	3000
2022.08.14	17:00:00	24471.50	24530.00	24457.00	24509.50	2001	0	3000
2022.08.14	18:00:00	24509.50	24534.50	24462.50	24521.50	1721	0	3000
2022.08.14	19:00:00	24521.50	24556.50	24302.00	24304.00	3426	0	3000
2022.08.14	20:00:00	24304.00	24323.50	24171.00	24219.50	4340	0	3000
2022.08.14	21:00:00	24219.50	24293.50	24141.50	24280.00	2925	0	3000
2022.08.14	22:00:00	24280.50	24320.50	24240.00	24283.50	1865	0	3000
2022.08.14	23:00:00	24283.50	24350.50	24250.00	24319.50	1877	0	3000
2022.08.15	00:00:00	24312.50	24430.00	24279.00	24344.00	1923	0	3000
2022.08.15	01:00:00	24344.00	24359.00	24171.50	24254.00	3241	0	3000
2022.08.15	02:00:00	24254.00	24350.50	24231.50	24301.50	2324	0	3000
2022.08.15	03:00:00	24301.50	24405.00	24161.50	24393.50	3504	0	3000
2022.08.15	04:00:00	24393.50	24646.50	24326.50	24639.00	3672	0	3000
2022.08.15	05:00:00	24639.00	24920.00	24634.50	24912.50	4407	0	3000
2022.08.15	06:00:00	24912.50	25198.00	24781.00	24861.50	5661	0	3000
2022.08.15	07:00:00	24859.50	24875.50	24682.50	24840.00	3672	0	3000
2022.08.15	08:00:00	24840.00	24973.00	24746.50	24812.50	3540	0	3000
2022.08.15	09:00:00	24810.50	24817.50	24077.00	24127.00	6314	0	3000
2022.08.15	10:00:00	24127.00	24209.50	23947.50	24019.50	5562	0	3000
2022.08.15	11:00:00	24019.50	24069.50	23874.50	24034.50	4293	0	3000
2022.08.15	12:00:00	24034.50	24192.50	23985.50	24165.50	3176	0	3000
2022.08.15	13:00:00	24165.50	24295.50	24125.50	24266.50	3133	0	3000
2022.08.15	14:00:00	24266.50	24306.50	23990.50	24043.50	3438	0	3000
2022.08.15	15:00:00	24042.50	24187.50	23902.50	23939.50	3654	0	3000
2022.08.15	16:00:00	23942.50	24189.50	23927.50	24153.50	5069	0	3000
2022.08.15	17:00:00	24152.50	24186.00	24073.50	24110.50	4245	0	3000
2022.08.15	18:00:00	24108.50	24259.50	24036.50	24223.00	3515	0	3000
2022.08.15	19:00:00	24223.00	24270.00	24149.50	24250.00	3283	0	3000
2022.08.15	20:00:00	24250.00	24269.50	24068.50	24107.50	3155	0	3000
2022.08.15	21:00:00	24107.50	24131.50	24022.00	24090.50	2538	0	3000
2022.08.15	22:00:00	24091.50	24146.00	23958.50	23967.50	3246	0	3000
2022.08.15	23:00:00	23970.50	24099.50	23963.50	24061.50	2355	0	3000
2022.08.16	00:00:00	24063.50	24135.50	23980.50	24018.50	1546	0	3000
2022.08.16	01:00:00	24021.00	24136.00	23963.50	24006.00	2587	0	3000
2022.08.16	02:00:00	24006.00	24182.00	23765.50	24089.50	4786	0	3000
2022.08.16	03:00:00	24086.50	24152.50	23950.50	24116.50	3850	0	3000
2022.08.16	04:00:00	24116.50	24236.50	24091.50	24100.50	3181	0	3000
2022.08.16	05:00:00	24100.50	24190.50	24013.50	24038.50	2612	0	3000
2022.08.16	06:00:00	24038.50	24173.00	23850.50	24072.50	3896	0	3000
2022.08.16	07:00:00	24072.50	24134.00	23929.50	23948.50	2746	0	3000
2022.08.16	08:00:00	23948.50	23995.50	23792.50	23939.50	3631	0	3000
2022.08.16	09:00:00	23940.00	24030.50	23907.50	23988.50	2442	0	3000
2022.08.16	10:00:00	23988.50	24057.50	23926.50	24057.50	2236	0	3000
2022.08.16	11:00:00	24057.50	24070.50	23959.00	23980.50	2241	0	3000
2022.08.16	12:00:00	23980.50	24110.50	23973.50	24074.00	2539	0	3000
2022.08.16	13:00:00	24074.00	24092.50	23985.50	23998.50	1889	0	3000
2022.08.16	14:00:00	23998.50	24137.50	23983.50	24028.00	2851	0	3000
2022.08.16	15:00:00	24028.00	24082.50	23885.50	23926.50	3312	0	3000
2022.08.16	16:00:00	23926.50	24011.50	23846.50	23884.50	4128	0	3000
2022.08.16	17:00:00	23884.50	23906.00	23670.50	23696.50	5192	0	3000
2022.08.16	18:00:00	23696.50	23915.50	23653.50	23889.50	4079	0	3000
2022.08.16	19:00:00	23889.50	23911.50	23678.50	23795.50	3464	0	3000
2022.08.16	20:00:00	23797.00	23878.50	23765.50	23852.50	2984	0	3000
2022.08.16	21:00:00	23852.50	24043.50	23697.50	23814.50	4992	0	3000
2022.08.16	22:00:00	23817.50	23955.00	23781.50	23924.00	3499	0	3000
2022.08.16	23:00:00	23922.50	23982.50	23891.50	23963.50	2090	0	3000
2022.08.17	00:00:00	23970.50	23982.50	23863.50	23934.50	1251	0	3000
2022.08.17	01:00:00	23934.50	23934.50	23799.50	23837.50	2235	0	3000
2022.08.17	02:00:00	23837.50	23888.50	23808.50	23844.50	2151	0	3000
2022.08.17	03:00:00	23844.50	24023.50	23815.50	23995.00	3525	0	3000
2022.08.17	04:00:00	23995.00	24053.00	23926.50	23936.50	2720	0	3000
2022.08.17	05:00:00	23936.50	24043.50	23885.00	23977.50	2475	0	3000
2022.08.17	06:00:00	23977.50	24071.50	23977.50	23996.50	2121	0	3000
2022.08.17	07:00:00	23996.50	24071.50	23996.50	24053.50	1347	0	3000
2022.08.17	08:00:00	24053.50	24159.50	24053.50	24156.50	2427	0	3000
2022.08.17	09:00:00	24155.50	24425.00	24152.50	24394.00	4138	0	3000
2022.08.17	10:00:00	24394.50	24414.50	23750.50	23775.50	6028	0	3000
2022.08.17	11:00:00	23774.50	23861.50	23726.50	23798.50	3764	0	3000
2022.08.17	12:00:00	23798.50	23906.50	23782.50	23821.00	2278	0	3000
2022.08.17	13:00:00	23821.00	23824.50	23686.50	23778.50	2895	0	3000
2022.08.17	14:00:00	23778.50	23811.50	23678.50	23732.00	2417	0	3000
2022.08.17	15:00:00	23732.00	23744.50	23526.50	23653.00	4791	0	3000
2022.08.17	16:00:00	23653.00	23664.00	23315.50	23413.50	5764	0	3000
2022.08.17	17:00:00	23413.00	23460.50	23305.50	23328.50	4241	0	3000
2022.08.17	18:00:00	23328.50	23451.50	23313.50	23375.50	3189	0	3000
2022.08.17	19:00:00	23376.50	23456.50	23320.50	23405.50	3022	0	3000
2022.08.17	20:00:00	23406.50	23467.50	23343.50	23454.50	2396	0	3000
2022.08.17	21:00:00	23453.00	23635.00	23348.50	23438.50	5954	0	3000
2022.08.17	22:00:00	23439.50	23483.50	23222.50	23262.50	4029	0	3000
2022.08.17	23:00:00	23261.00	23399.50	23167.50	23396.50	2618	0	3000
2022.08.18	00:00:00	23397.50	23398.50	23227.00	23318.50	1640	0	3000
2022.08.18	01:00:00	23318.50	23374.00	23239.50	23335.50	2141	0	3000
2022.08.18	02:00:00	23335.50	23364.50	23277.00	23327.50	2142	0	3000
2022.08.18	03:00:00	23327.50	23463.50	23272.50	23438.50	2962	0	3000
2022.08.18	04:00:00	23438.50	23478.50	23396.50	23462.50	2102	0	3000
2022.08.18	05:00:00	23458.50	23502.50	23405.50	23449.50	2014	0	3000
2022.08.18	06:00:00	23449.50	23483.50	23405.50	23420.50	1694	0	3000
2022.08.18	07:00:00	23420.50	23434.50	23326.50	23367.50	1828	0	3000
2022.08.18	08:00:00	23367.50	23455.50	23359.50	23380.50	1577	0	3000
2022.08.18	09:00:00	23377.50	23449.50	23330.00	23341.50	1916	0	3000
2022.08.18	10:00:00	23340.50	23424.50	23310.50	23398.50	2181	0	3000
2022.08.18	11:00:00	23398.50	23456.50	23334.50	23450.00	1994	0	3000
2022.08.18	12:00:00	23450.00	23530.50	23426.50	23523.50	1726	0	3000
2022.08.18	13:00:00	23522.50	23566.50	23447.50	23467.50	2316	0	3000
2022.08.18	14:00:00	23466.50	23522.00	23450.50	23517.50	1713	0	3000
2022.08.18	15:00:00	23518.00	23584.50	23449.00	23552.50	3166	0	3000
2022.08.18	16:00:00	23554.50	23557.50	23420.50	23436.00	3451	0	3000
2022.08.18	17:00:00	23435.50	23487.50	23337.50	23403.50	3467	0	3000
2022.08.18	18:00:00	23403.50	23471.50	23353.50	23436.50	2661	0	3000
2022.08.18	19:00:00	23436.50	23453.00	23232.50	23318.50	2988	0	3000
2022.08.18	20:00:00	23318.50	23401.50	23238.50	23250.00	2686	0	3000
2022.08.18	21:00:00	23250.00	23345.50	23217.50	23298.00	2533	0	3000
2022.08.18	22:00:00	23298.00	23418.50	23287.50	23338.50	2572	0	3000
2022.08.18	23:00:00	23336.50	23434.50	23307.50	23401.50	2156	0	3000
2022.08.19	00:00:00	23403.50	23415.50	23335.00	23346.00	1201	0	3000
2022.08.19	01:00:00	23346.00	23382.50	23306.50	23331.50	2035	0	3000
2022.08.19	02:00:00	23331.50	23370.00	23101.50	23183.00	4446	0	3000
2022.08.19	03:00:00	23175.50	23189.50	22869.50	22914.50	5885	0	3000
2022.08.19	04:00:00	22915.50	22946.50	22703.00	22746.00	5320	0	3000
2022.08.19	05:00:00	22746.00	22811.50	22700.50	22803.00	3366	0	3000
2022.08.19	06:00:00	22803.00	22815.00	22725.00	22751.50	2677	0	3000
2022.08.19	07:00:00	22751.50	22822.00	22730.50	22774.50	2119	0	3000
2022.08.19	08:00:00	22774.00	22821.50	22755.00	22794.50	1994	0	3000
2022.08.19	09:00:00	22794.50	22803.50	21735.00	21901.00	5725	0	3000
2022.08.19	10:00:00	21901.00	22131.50	21845.00	21889.50	6121	0	3000
2022.08.19	11:00:00	21895.00	21904.50	21661.50	21766.50	4818	0	3000
2022.08.19	12:00:00	21766.50	21802.50	21647.50	21729.00	3542	0	3000
2022.08.19	13:00:00	21729.00	21759.50	21572.50	21605.00	3411	0	3000
2022.08.19	14:00:00	21603.50	21621.50	21256.50	21451.50	6266	0	3000
2022.08.19	15:00:00	21452.50	21580.50	21249.50	21522.50	5471	0	3000
2022.08.19	16:00:00	21522.50	21555.50	21374.50	21384.50	4381	0	3000
2022.08.19	17:00:00	21382.50	21476.50	21303.50	21315.50	4082	0	3000
2022.08.19	18:00:00	21315.50	21457.50	21263.50	21427.50	3683	0	3000
2022.08.19	19:00:00	21427.50	21646.00	21401.00	21518.00	4391	0	3000
2022.08.19	20:00:00	21518.00	21568.00	21386.00	21449.00	3185	0	3000
2022.08.19	21:00:00	21449.00	21452.00	21306.00	21359.00	3207	0	3000
2022.08.19	22:00:00	21359.00	21440.00	21135.00	21319.00	4604	0	3000
2022.08.19	23:00:00	21317.00	21369.00	21158.00	21261.50	3300	0	3000
2022.08.20	01:00:00	21073.50	21310.50	20907.00	20959.00	5999	0	3000
2022.08.20	02:00:00	20959.00	21035.00	20777.00	20822.50	5526	0	3000
2022.08.20	03:00:00	20822.50	21174.00	20779.50	20983.00	5084	0	3000
2022.08.20	04:00:00	20982.00	21088.00	20971.00	20984.50	3333	0	3000
2022.08.20	05:00:00	20984.00	21165.50	20979.50	21121.50	2787	0	3000
2022.08.20	06:00:00	21121.50	21163.00	21081.50	21127.00	2445	0	3000
2022.08.20	07:00:00	21127.00	21267.00	21069.50	21228.00	2436	0	3000
2022.08.20	08:00:00	21227.00	21240.00	21072.50	21118.00	2916	0	3000
2022.08.20	09:00:00	21117.00	21312.00	21111.00	21302.00	2421	0	3000
2022.08.20	10:00:00	21302.00	21354.00	21256.00	21296.00	2706	0	3000
2022.08.20	11:00:00	21296.00	21299.50	21167.00	21187.00	2318	0	3000
2022.08.20	12:00:00	21187.00	21219.00	21120.00	21198.00	2047	0	3000
2022.08.20	18:00:00	21239.00	21306.50	21192.00	21288.50	1959	0	3000
2022.08.20	19:00:00	21289.00	21346.00	21219.00	21228.00	2295	0	3000
2022.08.20	20:00:00	21227.00	21308.00	21157.00	21247.00	2980	0	3000
2022.08.20	21:00:00	21248.00	21311.00	21072.00	21089.00	3204	0	3000
2022.08.20	22:00:00	21089.00	21131.00	20834.50	20964.00	4849	0	3000
2022.08.20	23:00:00	20965.00	21140.50	20786.00	20824.50	3864	0	3000
2022.08.21	00:00:00	20803.00	21125.00	20750.00	21104.50	3798	0	3000
2022.08.21	01:00:00	21104.50	21230.50	21040.00	21125.00	3873	0	3000
2022.08.21	02:00:00	21125.00	21209.00	21066.00	21125.00	2612	0	3000
2022.08.21	03:00:00	21125.50	21275.00	21107.00	21153.00	2931	0	3000
2022.08.21	04:00:00	21153.00	21266.00	21147.00	21249.00	1813	0	3000
2022.08.21	05:00:00	21249.00	21310.00	21205.00	21250.00	1859	0	3000
2022.08.21	06:00:00	21250.00	21255.00	21147.00	21197.00	1834	0	3000
2022.08.21	07:00:00	21197.00	21267.00	21166.00	21186.00	1692	0	3000
2022.08.21	08:00:00	21186.00	21226.00	21151.00	21214.00	1684	0	3000
2022.08.21	09:00:00	21214.00	21225.00	21053.50	21098.00	2273	0	3000
2022.08.21	10:00:00	21098.00	21238.00	21055.50	21238.00	2324	0	3000
2022.08.21	13:00:00	21434.00	21460.00	21354.00	21366.00	2626	0	3000
2022.08.21	14:00:00	21367.00	21550.50	21356.00	21511.00	2515	0	3000
2022.08.21	15:00:00	21511.00	21571.00	21458.00	21461.00	2720	0	3000
2022.08.21	16:00:00	21461.00	21486.00	21374.50	21387.00	2322	0	3000
2022.08.21	17:00:00	21385.00	21413.00	21310.00	21398.00	2575	0	3000
2022.08.21	18:00:00	21397.00	21427.00	21352.00	21409.00	1629	0	3000
2022.08.21	19:00:00	21408.00	21484.00	21317.00	21394.00	2558	0	3000
2022.08.21	20:00:00	21394.00	21476.00	21392.50	21448.00	1866	0	3000
2022.08.21	21:00:00	21448.00	21483.00	21371.00	21464.00	1748	0	3000
2022.08.21	22:00:00	21464.00	21541.00	21431.00	21500.00	1818	0	3000
2022.08.21	23:00:00	21500.00	21773.00	21453.00	21508.50	2568	0	3000
2022.08.22	00:00:00	21458.50	21690.00	21458.00	21523.00	3090	0	3000
2022.08.22	01:00:00	21522.00	21656.00	21268.00	21553.00	5529	0	3000
2022.08.22	02:00:00	21553.00	21628.00	21494.00	21500.00	2986	0	3000
2022.08.22	03:00:00	21500.00	21520.00	21389.50	21441.00	3656	0	3000
2022.08.22	04:00:00	21442.00	21470.00	21350.00	21421.00	2794	0	3000
2022.08.22	05:00:00	21421.00	21472.00	21355.00	21458.00	2034	0	3000
2022.08.22	06:00:00	21456.00	21492.00	21393.00	21399.00	1898	0	3000
2022.08.22	07:00:00	21399.00	21475.00	21334.00	21453.00	2473	0	3000
2022.08.22	08:00:00	21453.00	21475.00	21388.00	21411.00	1944	0	3000
2022.08.22	09:00:00	21412.00	21431.00	21282.00	21340.00	3120	0	3000
2022.08.22	10:00:00	21340.00	21363.00	21043.00	21079.00	4333	0	3000
2022.08.22	11:00:00	21080.00	21176.00	20882.00	21170.00	5702	0	3000
2022.08.22	12:00:00	21170.00	21239.00	21074.00	21160.00	3664	0	3000
2022.08.22	13:00:00	21159.00	21319.00	21091.00	21266.00	3604	0	3000
2022.08.22	14:00:00	21265.00	21311.00	21176.00	21229.00	3048	0	3000
2022.08.22	15:00:00	21233.00	21324.00	21135.00	21211.00	4179	0	3000
2022.08.22	16:00:00	21212.00	21357.00	21068.50	21286.00	5672	0	3000
2022.08.22	17:00:00	21284.00	21361.00	21155.00	21181.00	5339	0	3000
2022.08.22	18:00:00	21181.00	21421.00	21174.00	21385.00	4352	0	3000
2022.08.22	19:00:00	21385.00	21513.00	21300.00	21317.00	4190	0	3000
2022.08.22	20:00:00	21318.00	21328.00	21178.00	21212.00	3223	0	3000
2022.08.22	21:00:00	21212.00	21222.00	20944.00	21002.00	4202	0	3000
2022.08.22	22:00:00	21002.00	21106.00	20956.00	21030.00	4268	0	3000
2022.08.22	23:00:00	21033.00	21169.00	21025.50	21084.00	3435	0	3000
2022.08.23	00:00:00	21107.00	21118.00	21028.00	21082.50	1975	0	3000
2022.08.23	01:00:00	21083.50	21230.00	21067.00	21155.00	2761	0	3000
2022.08.23	02:00:00	21155.00	21405.00	21136.00	21384.00	3437	0	3000
2022.08.23	03:00:00	21384.00	21449.00	21269.50	21287.00	3688	0	3000
2022.08.23	04:00:00	21287.50	21401.00	21277.00	21290.00	2648	0	3000
2022.08.23	05:00:00	21290.50	21348.00	21246.00	21333.00	1963	0	3000
2022.08.23	06:00:00	21332.00	21359.50	21209.00	21221.50	1653	0	3000
2022.08.23	07:00:00	21221.50	21305.00	21209.00	21247.00	1904	0	3000
2022.08.23	08:00:00	21253.00	21271.00	20927.50	20953.00	4051	0	3000
2022.08.23	09:00:00	20952.00	21074.00	20884.00	21066.00	3958	0	3000
2022.08.23	10:00:00	21066.00	21292.00	21053.00	21289.00	3810	0	3000
2022.08.23	11:00:00	21289.00	21502.00	21288.00	21439.00	4424	0	3000
2022.08.23	12:00:00	21438.50	21532.00	21274.00	21424.00	4397	0	3000
2022.08.23	13:00:00	21425.00	21443.00	21302.00	21401.00	3677	0	3000
2022.08.23	14:00:00	21402.00	21490.00	21335.00	21444.50	3247	0	3000
2022.08.23	15:00:00	21445.00	21503.00	21322.00	21338.00	3677	0	3000
2022.08.23	16:00:00	21337.00	21581.00	21315.00	21510.00	5212	0	3000
2022.08.23	17:00:00	21510.00	21669.50	21427.00	21453.50	5988	0	3000
2022.08.23	18:00:00	21453.00	21566.00	21370.00	21451.00	4567	0	3000
2022.08.23	19:00:00	21451.00	21464.00	21344.50	21449.00	3505	0	3000
2022.08.23	20:00:00	21449.00	21502.00	21378.00	21397.00	3022	0	3000
2022.08.23	21:00:00	21397.00	21582.50	21375.50	21529.00	3754	0	3000
2022.08.23	22:00:00	21529.00	21563.00	21473.00	21502.00	2894	0	3000
2022.08.23	23:00:00	21505.00	21630.00	21444.00	21473.00	2458	0	3000
2022.08.24	00:00:00	21465.00	21495.00	21415.00	21474.00	1414	0	3000
2022.08.24	01:00:00	21473.00	21572.00	21458.00	21463.00	2477	0	3000
2022.08.24	02:00:00	21463.00	21593.00	21443.00	21513.00	2485	0	3000
2022.08.24	03:00:00	21514.00	21539.00	21317.00	21371.00	3304	0	3000
2022.08.24	04:00:00	21371.00	21412.00	21140.00	21242.00	3383	0	3000
2022.08.24	05:00:00	21242.00	21344.00	21137.00	21185.00	2955	0	3000
2022.08.24	06:00:00	21184.50	21270.00	21152.00	21246.50	2251	0	3000
2022.08.24	07:00:00	21246.50	21341.00	21221.00	21312.00	1941	0	3000
2022.08.24	08:00:00	21312.00	21488.00	21297.50	21410.00	2921	0	3000
2022.08.24	09:00:00	21410.00	21455.00	21306.00	21392.00	2685	0	3000
2022.08.24	10:00:00	21393.00	21439.00	21234.00	21300.00	3605	0	3000
2022.08.24	11:00:00	21301.00	21423.00	21287.00	21327.00	2602	0	3000
2022.08.24	12:00:00	21327.00	21379.00	21277.00	21297.00	2182	0	3000
2022.08.24	13:00:00	21297.00	21368.00	21251.00	21269.00	2266	0	3000
2022.08.24	14:00:00	21269.00	21461.00	21259.00	21424.50	2933	0	3000
2022.08.24	15:00:00	21424.50	21493.00	21407.00	21472.50	3016	0	3000
2022.08.24	16:00:00	21472.50	21497.00	21357.00	21427.00	3798	0	3000
2022.08.24	17:00:00	21425.00	21546.50	21381.00	21456.00	3951	0	3000
2022.08.24	18:00:00	21453.00	21629.50	21421.00	21603.00	3478	0	3000
2022.08.24	19:00:00	21606.00	21867.50	21599.00	21704.50	4813	0	3000
2022.08.24	20:00:00	21704.50	21764.00	21590.00	21616.00	2904	0	3000
2022.08.24	21:00:00	21616.00	21713.50	21608.00	21657.00	1935	0	3000
2022.08.24	22:00:00	21656.00	21796.00	21655.00	21696.00	2572	0	3000
2022.08.24	23:00:00	21698.00	21744.50	21648.00	21687.00	1907	0	3000
2022.08.25	00:00:00	21677.00	21703.00	21551.00	21577.00	1324	0	3000
2022.08.25	01:00:00	21577.00	21641.00	21440.00	21479.00	3054	0	3000
2022.08.25	02:00:00	21479.00	21517.00	21348.00	21355.00	2523	0	3000
2022.08.25	03:00:00	21355.00	21470.00	21290.00	21464.00	3072	0	3000
2022.08.25	04:00:00	21464.00	21625.00	21449.00	21540.00	2680	0	3000
2022.08.25	05:00:00	21540.00	21564.00	21496.00	21511.00	1942	0	3000
2022.08.25	06:00:00	21511.00	21583.00	21408.00	21451.50	2094	0	3000
2022.08.25	07:00:00	21451.50	21546.00	21445.50	21522.50	1607	0	3000
2022.08.25	08:00:00	21526.00	21575.00	21481.00	21546.00	1545	0	3000
2022.08.25	09:00:00	21546.00	21734.00	21538.00	21673.00	3787	0	3000
2022.08.25	10:00:00	21672.00	21747.00	21646.00	21727.00	3100	0	3000
2022.08.25	11:00:00	21727.00	21799.00	21665.00	21671.00	2790	0	3000
2022.08.25	12:00:00	21670.00	21705.00	21619.50	21690.50	2305	0	3000
2022.08.25	13:00:00	21689.00	21702.00	21595.50	21601.00	2027	0	3000
2022.08.25	14:00:00	21600.00	21723.50	21593.00	21706.00	2059	0	3000
2022.08.25	15:00:00	21706.00	21762.00	21607.50	21658.00	2954	0	3000
2022.08.25	16:00:00	21659.00	21724.00	21555.00	21692.00	3591	0	3000
2022.08.25	17:00:00	21692.00	21744.00	21631.00	21642.00	3499	0	3000
2022.08.25	18:00:00	21642.00	21652.00	21473.00	21552.00	3334	0	3000
2022.08.25	19:00:00	21552.00	21573.00	21408.00	21429.00	3033	0	3000
2022.08.25	20:00:00	21429.00	21586.00	21415.00	21561.00	2759	0	3000
2022.08.25	21:00:00	21561.00	21575.00	21486.00	21526.00	1849	0	3000
2022.08.25	22:00:00	21526.00	21633.50	21497.00	21583.00	2031	0	3000
2022.08.25	23:00:00	21590.00	21668.50	21538.00	21633.00	1784	0	3000
2022.08.26	00:00:00	21633.00	21675.00	21535.00	21560.00	1135	0	3000
2022.08.26	01:00:00	21560.00	21620.50	21518.00	21567.00	1711	0	3000
2022.08.26	02:00:00	21567.00	21608.00	21502.00	21546.50	1997	0	3000
2022.08.26	03:00:00	21547.00	21553.00	21419.50	21462.00	3036	0	3000
2022.08.26	04:00:00	21462.00	21549.00	21452.00	21543.50	1870	0	3000
2022.08.26	05:00:00	21543.50	21598.00	21529.00	21594.50	1489	0	3000
2022.08.26	06:00:00	21594.50	21598.00	21534.00	21538.00	1186	0	3000
2022.08.26	07:00:00	21538.00	21553.00	21497.00	21515.00	1400	0	3000
2022.08.26	08:00:00	21515.00	21520.00	21332.00	21392.00	3102	0	3000
2022.08.26	09:00:00	21390.50	21450.00	21359.00	21411.50	1952	0	3000
2022.08.26	10:00:00	21411.50	21446.50	21312.00	21443.00	2724	0	3000
2022.08.26	11:00:00	21444.00	21457.00	21376.00	21405.00	1859	0	3000
2022.08.26	12:00:00	21405.00	21443.50	21392.00	21426.00	1508	0	3000
2022.08.26	13:00:00	21426.00	21434.00	21339.00	21380.00	1861	0	3000
2022.08.26	14:00:00	21380.00	21401.00	21100.00	21177.00	3891	0	3000
2022.08.26	15:00:00	21177.00	21668.00	21140.00	21626.00	5070	0	3000
2022.08.26	16:00:00	21626.00	21861.00	21615.50	21740.50	6787	0	3000
2022.08.26	17:00:00	21740.50	21804.00	21123.50	21138.00	9167	0	3000
2022.08.26	18:00:00	21137.00	21139.50	20636.50	20763.00	8054	0	3000
2022.08.26	19:00:00	20765.50	20815.00	20523.50	20704.50	6118	0	3000
2022.08.26	20:00:00	20704.50	20764.00	20619.50	20635.50	3787	0	3000
2022.08.26	21:00:00	20635.50	20725.00	20525.00	20680.50	4595	0	3000
2022.08.26	22:00:00	20680.50	20722.00	20605.00	20631.00	3498	0	3000
2022.08.26	23:00:00	20629.00	20741.00	20625.00	20645.00	2628	0	3000
2022.08.27	01:00:00	20628.50	20674.50	20572.00	20601.00	2659	0	3000
2022.08.27	02:00:00	20601.00	20618.50	20103.50	20225.00	7058	0	3000
2022.08.27	03:00:00	20224.50	20369.50	20127.00	20298.00	4703	0	3000
2022.08.27	04:00:00	20298.00	20325.00	20237.50	20267.00	2835	0	3000
2022.08.27	05:00:00	20267.00	20280.50	20124.50	20192.50	3618	0	3000
2022.08.27	06:00:00	20192.00	20234.50	20175.50	20189.00	2610	0	3000
2022.08.27	07:00:00	20189.00	20217.50	20111.00	20135.00	2551	0	3000
2022.08.27	08:00:00	20134.50	20153.00	19924.00	20114.50	5211	0	3000
2022.08.27	09:00:00	20114.50	20229.50	20080.50	20150.50	3483	0	3000
2022.08.27	10:00:00	20150.50	20274.50	20121.00	20268.00	3066	0	3000
2022.08.27	11:00:00	20267.50	20271.50	20176.50	20189.50	2297	0	3000
2022.08.27	12:00:00	20190.00	20199.50	20125.00	20137.50	2164	0	3000
2022.08.27	13:00:00	20137.50	20230.00	20134.00	20168.50	2237	0	3000
2022.08.27	14:00:00	20168.50	20239.50	20156.00	20198.50	1927	0	3000
2022.08.27	15:00:00	20198.50	20230.00	20169.00	20179.00	1706	0	3000
2022.08.27	16:00:00	20178.50	20224.00	20086.50	20162.00	2958	0	3000
2022.08.27	17:00:00	20162.00	20203.00	20042.00	20053.00	2484	0	3000
2022.08.27	18:00:00	20051.50	20083.00	19798.50	19963.50	5593	0	3000
2022.08.27	19:00:00	19963.50	20014.00	19828.50	19988.50	5180	0	3000
2022.08.27	20:00:00	19989.50	20083.50	19962.50	19974.50	3097	0	3000
2022.08.27	21:00:00	19974.50	20007.00	19933.50	19946.50	2561	0	3000
2022.08.27	22:00:00	19946.50	20035.50	19918.50	20008.50	2501	0	3000
2022.08.27	23:00:00	20008.50	20026.50	19929.50	19975.00	1925	0	3000
2022.08.28	00:00:00	19996.00	20014.00	19871.50	19871.50	1580	0	3000
2022.08.28	01:00:00	19862.50	20085.50	19847.00	20008.50	3917	0	3000
2022.08.28	02:00:00	20008.50	20073.50	19981.50	20021.50	2669	0	3000
2022.08.28	03:00:00	20021.50	20035.50	19911.50	19976.50	2590	0	3000
2022.08.28	04:00:00	19976.50	20066.00	19955.00	20007.00	2129	0	3000
