<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.12.15	13:00:00	2042.56	2043.48	2040.02	2041.69	4711	0	5
2023.12.15	14:00:00	2041.67	2044.88	2040.87	2041.07	5461	0	5
2023.12.15	15:00:00	2041.19	2044.08	2026.96	2031.39	23646	0	5
2023.12.15	16:00:00	2031.39	2036.47	2031.37	2033.31	23654	0	5
2023.12.15	17:00:00	2033.31	2038.65	2031.96	2035.10	16236	0	5
2023.12.15	18:00:00	2035.10	2036.41	2033.01	2033.88	10352	0	5
2023.12.15	19:00:00	2033.88	2034.47	2031.96	2032.73	6795	0	5
2023.12.15	20:00:00	2032.72	2033.78	2019.60	2019.68	11120	0	5
2023.12.15	21:00:00	2019.68	2020.06	2015.62	2019.16	8076	0	5
2023.12.15	22:00:00	2019.16	2021.60	2017.39	2018.03	6138	0	5
2023.12.15	23:00:00	2018.03	2019.78	2017.90	2018.45	2413	0	5
2023.12.18	01:00:00	2020.15	2020.69	2015.98	2017.39	2295	0	5
2023.12.18	02:00:00	2017.39	2020.48	2016.05	2020.09	4461	0	5
2023.12.18	03:00:00	2020.09	2023.46	2018.71	2019.31	6485	0	5
2023.12.18	04:00:00	2019.31	2023.33	2018.98	2021.84	4335	0	5
2023.12.18	05:00:00	2021.84	2024.14	2021.30	2022.80	3293	0	5
2023.12.18	06:00:00	2022.80	2023.32	2021.57	2023.12	1951	0	5
2023.12.18	07:00:00	2023.12	2024.64	2022.41	2023.16	2579	0	5
2023.12.18	08:00:00	2023.17	2024.86	2021.57	2023.24	3833	0	5
2023.12.18	09:00:00	2023.24	2024.37	2022.57	2023.13	4626	0	5
2023.12.18	10:00:00	2023.13	2026.23	2021.71	2024.43	8116	0	5
2023.12.18	11:00:00	2024.43	2027.31	2021.97	2022.95	6923	0	5
2023.12.18	12:00:00	2022.95	2024.89	2019.06	2019.32	5539	0	5
2023.12.18	13:00:00	2019.32	2022.64	2018.78	2022.02	4349	0	5
2023.12.18	14:00:00	2022.02	2024.17	2021.82	2023.60	4099	0	5
2023.12.18	15:00:00	2023.60	2026.19	2022.72	2025.90	8222	0	5
2023.12.18	16:00:00	2025.90	2026.90	2020.87	2024.25	10750	0	5
2023.12.18	17:00:00	2024.25	2025.25	2020.36	2022.29	9876	0	5
2023.12.18	18:00:00	2022.34	2024.66	2021.21	2022.28	6014	0	5
2023.12.18	19:00:00	2022.29	2033.54	2021.24	2033.52	6355	0	5
2023.12.18	20:00:00	2033.52	2033.69	2024.95	2026.52	6097	0	5
2023.12.18	21:00:00	2026.52	2027.83	2025.72	2026.29	3982	0	5
2023.12.18	22:00:00	2026.32	2026.98	2025.56	2026.51	3818	0	5
2023.12.18	23:00:00	2026.51	2027.40	2026.25	2027.18	1332	0	5
2023.12.19	01:00:00	2027.55	2027.91	2025.63	2027.59	1966	0	5
2023.12.19	02:00:00	2027.59	2029.36	2026.41	2027.23	3301	0	5
2023.12.19	03:00:00	2027.24	2028.04	2025.87	2026.09	3614	0	5
2023.12.19	04:00:00	2026.08	2026.53	2023.18	2024.56	4542	0	5
2023.12.19	05:00:00	2024.56	2025.66	2022.70	2023.33	4938	0	5
2023.12.19	06:00:00	2023.31	2024.42	2021.71	2024.20	2645	0	5
2023.12.19	07:00:00	2024.20	2025.23	2022.42	2024.09	3274	0	5
2023.12.19	08:00:00	2024.11	2026.50	2023.48	2024.87	5987	0	5
2023.12.19	09:00:00	2024.87	2026.38	2022.95	2024.79	7883	0	5
2023.12.19	10:00:00	2024.79	2028.46	2023.85	2027.09	5958	0	5
2023.12.19	11:00:00	2027.09	2027.44	2025.65	2026.31	3445	0	5
2023.12.19	12:00:00	2026.29	2027.04	2024.28	2025.64	3511	0	5
2023.12.19	13:00:00	2025.64	2027.24	2025.38	2026.52	2694	0	5
2023.12.19	14:00:00	2026.53	2030.11	2026.19	2029.49	6854	0	5
2023.12.19	15:00:00	2029.49	2032.63	2028.49	2030.03	10675	0	5
2023.12.19	16:00:00	2030.03	2042.22	2028.88	2041.45	13385	0	5
2023.12.19	17:00:00	2041.45	2045.44	2039.04	2041.82	13857	0	5
2023.12.19	18:00:00	2041.85	2046.99	2041.21	2044.40	8705	0	5
2023.12.19	19:00:00	2044.40	2045.50	2040.21	2040.38	6258	0	5
2023.12.19	20:00:00	2040.38	2040.90	2036.69	2039.04	5854	0	5
2023.12.19	21:00:00	2039.04	2039.67	2038.44	2039.54	3081	0	5
2023.12.19	22:00:00	2039.54	2040.43	2038.73	2040.24	3071	0	5
2023.12.19	23:00:00	2040.25	2040.61	2039.55	2040.15	1429	0	5
2023.12.20	01:00:00	2039.78	2041.59	2038.75	2040.85	2847	0	5
2023.12.20	02:00:00	2040.82	2041.06	2038.73	2039.26	3352	0	5
2023.12.20	03:00:00	2039.27	2039.98	2037.66	2038.18	4263	0	5
2023.12.20	04:00:00	2038.18	2040.42	2036.72	2040.03	3255	0	5
2023.12.20	05:00:00	2039.97	2040.96	2038.98	2040.47	2585	0	5
2023.12.20	06:00:00	2040.47	2041.09	2039.93	2040.54	1874	0	5
2023.12.20	07:00:00	2040.54	2041.42	2039.35	2041.27	2212	0	5
2023.12.20	08:00:00	2041.29	2042.40	2040.56	2041.12	3315	0	5
2023.12.20	09:00:00	2041.12	2043.49	2040.70	2042.29	6122	0	5
2023.12.20	10:00:00	2042.29	2042.29	2039.74	2041.03	5151	0	5
2023.12.20	11:00:00	2041.04	2042.53	2039.63	2039.97	3749	0	5
2023.12.20	12:00:00	2039.97	2040.40	2035.63	2035.94	3776	0	5
2023.12.20	13:00:00	2035.94	2035.94	2031.79	2033.53	4929	0	5
2023.12.20	14:00:00	2033.54	2036.33	2033.20	2034.02	4867	0	5
2023.12.20	15:00:00	2034.02	2036.54	2029.60	2036.43	9382	0	5
2023.12.20	16:00:00	2036.43	2039.83	2034.12	2038.06	12820	0	5
2023.12.20	17:00:00	2037.98	2038.83	2030.46	2032.54	13608	0	5
2023.12.20	18:00:00	2032.57	2035.36	2032.50	2034.76	7426	0	5
2023.12.20	19:00:00	2034.79	2035.27	2032.01	2034.73	5709	0	5
2023.12.20	20:00:00	2034.73	2036.66	2034.04	2036.24	5061	0	5
2023.12.20	21:00:00	2036.24	2037.12	2030.15	2032.41	5052	0	5
2023.12.20	22:00:00	2032.41	2033.87	2029.55	2029.74	7604	0	5
2023.12.20	23:00:00	2029.74	2032.05	2027.45	2031.31	3255	0	5
2023.12.21	01:00:00	2031.89	2033.22	2031.43	2032.14	1718	0	5
2023.12.21	02:00:00	2032.14	2034.12	2031.93	2033.68	2341	0	5
2023.12.21	03:00:00	2033.71	2036.01	2033.44	2035.49	4911	0	5
2023.12.21	04:00:00	2035.49	2037.45	2034.91	2036.98	4423	0	5
2023.12.21	05:00:00	2036.93	2037.64	2035.57	2037.42	2733	0	5
2023.12.21	06:00:00	2037.42	2037.86	2036.15	2036.29	2122	0	6
2023.12.21	07:00:00	2036.29	2038.23	2034.92	2036.12	2712	0	5
2023.12.21	08:00:00	2036.12	2037.09	2034.31	2036.92	3016	0	5
2023.12.21	09:00:00	2036.94	2037.36	2033.96	2034.96	4235	0	5
2023.12.21	10:00:00	2034.96	2037.23	2034.87	2036.46	4886	0	5
2023.12.21	11:00:00	2036.46	2037.12	2034.78	2035.43	3951	0	5
2023.12.21	12:00:00	2035.43	2036.11	2033.06	2034.09	3622	0	5
2023.12.21	13:00:00	2034.09	2035.40	2033.89	2034.09	4149	0	5
2023.12.21	14:00:00	2034.11	2039.44	2033.30	2038.05	4942	0	5
2023.12.21	15:00:00	2038.05	2046.10	2032.04	2041.35	16904	0	5
2023.12.21	16:00:00	2041.35	2046.05	2037.04	2042.07	17966	0	5
2023.12.21	17:00:00	2042.07	2042.95	2036.69	2041.54	15705	0	5
2023.12.21	18:00:00	2041.54	2044.76	2041.04	2041.67	10205	0	5
2023.12.21	19:00:00	2041.72	2043.86	2040.38	2041.04	7623	0	5
2023.12.21	20:00:00	2041.04	2041.75	2037.54	2039.04	6541	0	5
2023.12.21	21:00:00	2039.04	2045.12	2039.04	2043.95	4169	0	5
2023.12.21	22:00:00	2043.95	2045.17	2043.09	2044.15	4153	0	5
2023.12.21	23:00:00	2044.15	2046.00	2043.91	2045.75	2361	0	5
2023.12.22	01:00:00	2048.81	2055.08	2046.70	2052.75	4078	0	5
2023.12.22	02:00:00	2052.75	2053.90	2046.97	2048.08	4811	0	5
2023.12.22	03:00:00	2048.14	2051.27	2046.83	2048.70	6690	0	5
2023.12.22	04:00:00	2048.70	2050.83	2047.94	2050.15	5192	0	5
2023.12.22	05:00:00	2050.13	2051.24	2047.14	2048.24	4226	0	5
2023.12.22	06:00:00	2048.27	2050.73	2048.12	2049.62	2808	0	5
2023.12.22	07:00:00	2049.67	2049.76	2047.63	2048.35	4258	0	5
2023.12.22	08:00:00	2048.35	2049.12	2047.04	2047.66	3190	0	5
2023.12.22	09:00:00	2047.66	2050.86	2047.46	2049.99	5729	0	5
2023.12.22	10:00:00	2049.99	2052.12	2049.64	2051.44	5420	0	5
2023.12.22	11:00:00	2051.44	2054.58	2051.44	2053.45	5179	0	5
2023.12.22	12:00:00	2053.45	2057.20	2053.41	2055.75	3279	0	5
2023.12.22	13:00:00	2055.75	2063.06	2055.24	2060.68	6486	0	5
2023.12.22	14:00:00	2060.68	2066.07	2059.42	2060.13	9719	0	5
2023.12.22	15:00:00	2060.13	2069.27	2057.56	2067.30	16095	0	5
2023.12.22	16:00:00	2067.30	2070.10	2064.05	2068.43	14259	0	5
2023.12.22	17:00:00	2068.43	2070.62	2059.41	2060.77	12391	0	5
2023.12.22	18:00:00	2060.77	2062.22	2051.12	2053.34	11229	0	5
2023.12.22	19:00:00	2053.34	2055.76	2052.22	2055.45	7422	0	5
2023.12.22	20:00:00	2055.49	2058.06	2054.73	2057.23	5682	0	5
2023.12.22	21:00:00	2057.24	2057.31	2051.73	2053.99	4808	0	5
2023.12.22	22:00:00	2053.99	2054.04	2052.14	2053.32	4087	0	5
2023.12.22	23:00:00	2053.32	2053.71	2052.58	2052.60	825	0	7
2023.12.26	01:00:00	2053.23	2058.14	2053.23	2054.85	1918	0	13
2023.12.26	02:00:00	2054.90	2055.21	2053.40	2054.94	2081	0	5
2023.12.26	03:00:00	2054.94	2064.09	2054.80	2063.42	4616	0	5
2023.12.26	04:00:00	2063.42	2065.12	2061.97	2064.75	3545	0	5
2023.12.26	05:00:00	2064.75	2064.97	2063.57	2063.92	2344	0	5
2023.12.26	06:00:00	2063.93	2064.60	2063.54	2064.08	1121	0	5
2023.12.26	07:00:00	2064.08	2064.46	2061.34	2062.78	2715	0	8
2023.12.26	08:00:00	2062.78	2065.07	2062.17	2064.07	2561	0	5
2023.12.26	09:00:00	2064.11	2064.74	2062.90	2064.27	2749	0	5
2023.12.26	10:00:00	2064.27	2064.67	2061.21	2061.41	2667	0	5
2023.12.26	11:00:00	2061.41	2063.10	2060.54	2061.89	2201	0	5
2023.12.26	12:00:00	2061.88	2063.86	2061.88	2063.84	1683	0	8
2023.12.26	13:00:00	2063.84	2064.13	2062.87	2063.64	2302	0	5
2023.12.26	14:00:00	2063.65	2063.70	2061.24	2061.87	2349	0	5
2023.12.26	15:00:00	2061.87	2063.93	2058.80	2058.80	6554	0	5
2023.12.26	16:00:00	2058.80	2061.90	2054.51	2057.11	8828	0	5
2023.12.26	17:00:00	2057.10	2059.93	2056.23	2056.80	6198	0	5
2023.12.26	18:00:00	2056.83	2059.86	2056.55	2059.53	4658	0	5
2023.12.26	19:00:00	2059.56	2059.68	2057.03	2057.73	3549	0	6
2023.12.26	20:00:00	2057.73	2059.95	2057.33	2058.30	3866	0	5
2023.12.26	21:00:00	2058.38	2062.09	2058.35	2061.68	3873	0	5
2023.12.26	22:00:00	2061.67	2068.64	2061.58	2068.41	4399	0	5
2023.12.26	23:00:00	2068.41	2069.04	2066.10	2067.74	2209	0	5
2023.12.27	01:00:00	2068.25	2068.44	2066.00	2066.15	1607	0	17
2023.12.27	02:00:00	2066.15	2066.44	2063.97	2065.59	3846	0	5
2023.12.27	03:00:00	2065.59	2067.87	2065.00	2066.73	4935	0	5
2023.12.27	04:00:00	2066.73	2067.25	2064.76	2065.33	3865	0	5
2023.12.27	05:00:00	2065.33	2066.54	2064.39	2064.57	2895	0	5
2023.12.27	06:00:00	2064.54	2065.99	2064.08	2065.84	1429	0	5
2023.12.27	07:00:00	2065.86	2066.26	2064.42	2064.67	2816	0	5
2023.12.27	08:00:00	2064.67	2067.44	2064.39	2065.08	3608	0	5
2023.12.27	09:00:00	2065.08	2066.44	2064.73	2066.05	3822	0	5
2023.12.27	10:00:00	2066.05	2068.37	2065.81	2067.42	5211	0	5
2023.12.27	11:00:00	2067.39	2069.33	2067.28	2068.34	3204	0	5
2023.12.27	12:00:00	2068.34	2068.69	2061.47	2064.72	4283	0	5
2023.12.27	13:00:00	2064.72	2068.86	2064.62	2068.20	3529	0	5
2023.12.27	14:00:00	2068.20	2070.30	2064.37	2067.72	4583	0	5
2023.12.27	15:00:00	2067.69	2069.71	2066.11	2068.29	7554	0	5
2023.12.27	16:00:00	2068.29	2072.14	2066.59	2070.29	8107	0	5
2023.12.27	17:00:00	2070.29	2081.87	2068.95	2078.89	12862	0	5
2023.12.27	18:00:00	2078.89	2082.44	2076.64	2081.64	7617	0	5
2023.12.27	19:00:00	2081.67	2082.52	2079.51	2081.89	4259	0	5
2023.12.27	20:00:00	2081.90	2084.46	2075.91	2078.47	7257	0	5
2023.12.27	21:00:00	2078.47	2078.81	2076.05	2077.51	3931	0	5
2023.12.27	22:00:00	2077.54	2078.27	2076.38	2078.17	2693	0	5
2023.12.27	23:00:00	2078.17	2078.49	2076.61	2077.60	1356	0	5
2023.12.28	01:00:00	2077.95	2079.89	2077.23	2079.54	1747	0	7
2023.12.28	02:00:00	2079.54	2081.16	2079.26	2079.78	3569	0	5
2023.12.28	03:00:00	2079.77	2087.77	2079.59	2087.00	5941	0	5
2023.12.28	04:00:00	2087.00	2088.40	2085.52	2087.99	5000	0	5
2023.12.28	05:00:00	2087.95	2088.45	2085.92	2087.26	3471	0	5
2023.12.28	06:00:00	2087.25	2087.31	2085.85	2086.57	2713	0	5
2023.12.28	07:00:00	2086.57	2087.60	2084.65	2085.84	4164	0	5
2023.12.28	08:00:00	2085.84	2086.87	2084.28	2085.82	4907	0	5
2023.12.28	09:00:00	2085.82	2087.54	2084.01	2086.16	5202	0	5
2023.12.28	10:00:00	2086.16	2086.46	2076.62	2077.47	8142	0	5
2023.12.28	11:00:00	2077.47	2078.14	2072.65	2077.03	6608	0	5
2023.12.28	12:00:00	2077.00	2079.28	2074.76	2077.28	4650	0	5
2023.12.28	13:00:00	2077.28	2078.52	2075.04	2075.50	3483	0	5
2023.12.28	14:00:00	2075.50	2076.78	2071.31	2076.53	4516	0	5
2023.12.28	15:00:00	2076.53	2079.03	2071.96	2072.96	10650	0	5
2023.12.28	16:00:00	2072.96	2079.46	2072.08	2078.93	10686	0	5
2023.12.28	17:00:00	2078.93	2081.17	2075.61	2077.22	12691	0	5
2023.12.28	18:00:00	2077.22	2077.35	2073.07	2074.21	9141	0	5
2023.12.28	19:00:00	2074.25	2076.12	2072.11	2074.79	6012	0	5
2023.12.28	20:00:00	2074.85	2075.47	2071.41	2072.72	6360	0	5
2023.12.28	21:00:00	2072.77	2073.18	2065.99	2068.12	4981	0	5
2023.12.28	22:00:00	2068.09	2068.93	2065.97	2066.46	3757	0	5
2023.12.28	23:00:00	2066.46	2067.01	2064.65	2065.37	1788	0	5
2023.12.29	01:00:00	2066.44	2067.11	2065.68	2066.73	1488	0	10
2023.12.29	02:00:00	2066.73	2067.92	2066.06	2066.91	3406	0	6
2023.12.29	03:00:00	2066.92	2071.39	2066.68	2070.73	6328	0	5
2023.12.29	04:00:00	2070.73	2071.30	2068.27	2068.63	4145	0	5
2023.12.29	05:00:00	2068.63	2070.50	2067.74	2069.49	2883	0	6
2023.12.29	06:00:00	2069.49	2070.69	2068.88	2070.05	1775	0	5
2023.12.29	07:00:00	2070.04	2072.32	2069.80	2072.25	2732	0	5
2023.12.29	08:00:00	2072.25	2073.17	2071.77	2072.79	3464	0	5
2023.12.29	09:00:00	2072.79	2074.81	2071.84	2071.91	3508	0	5
2023.12.29	10:00:00	2071.89	2073.46	2068.72	2068.74	4699	0	5
2023.12.29	11:00:00	2068.72	2069.78	2065.39	2065.60	5139	0	5
2023.12.29	12:00:00	2065.57	2065.84	2061.79	2064.84	6087	0	5
2023.12.29	13:00:00	2064.84	2068.37	2064.77	2067.79	4414	0	5
2023.12.29	14:00:00	2067.79	2068.91	2064.51	2065.43	5065	0	5
2023.12.29	15:00:00	2065.38	2066.28	2058.21	2059.17	8112	0	5
2023.12.29	16:00:00	2059.17	2065.32	2058.49	2062.98	12231	0	5
2023.12.29	17:00:00	2062.98	2066.14	2061.69	2064.84	14052	0	5
2023.12.29	18:00:00	2064.84	2067.96	2063.40	2066.14	12009	0	5
2023.12.29	19:00:00	2066.13	2068.16	2064.49	2066.63	7354	0	5
2023.12.29	20:00:00	2066.63	2066.64	2061.17	2064.88	9001	0	5
2023.12.29	21:00:00	2064.92	2067.86	2064.10	2067.37	3357	0	5
2023.12.29	22:00:00	2067.40	2067.46	2062.68	2063.22	3176	0	5
2023.12.29	23:00:00	2063.22	2063.65	2062.59	2062.84	850	0	5
2024.01.02	01:00:00	2063.84	2066.38	2063.14	2063.63	2369	0	15
2024.01.02	02:00:00	2063.63	2065.93	2062.33	2065.49	3357	0	5
2024.01.02	03:00:00	2065.43	2069.82	2064.89	2066.56	6464	0	5
2024.01.02	04:00:00	2066.55	2068.44	2063.98	2067.89	4194	0	5
2024.01.02	05:00:00	2067.89	2070.42	2066.47	2069.68	3006	0	5
2024.01.02	06:00:00	2069.68	2070.72	2068.97	2069.70	1974	0	5
2024.01.02	07:00:00	2069.76	2074.98	2069.53	2074.54	3766	0	5
2024.01.02	08:00:00	2074.61	2076.81	2073.02	2074.20	4923	0	5
2024.01.02	09:00:00	2074.20	2076.47	2073.16	2073.20	6905	0	5
2024.01.02	10:00:00	2073.20	2074.55	2071.82	2073.35	7570	0	5
2024.01.02	11:00:00	2073.35	2078.95	2073.28	2077.08	6664	0	5
2024.01.02	12:00:00	2077.07	2077.80	2073.52	2076.02	5154	0	5
2024.01.02	13:00:00	2076.02	2076.21	2068.28	2069.27	7451	0	5
2024.01.02	14:00:00	2069.27	2069.50	2065.07	2067.97	7160	0	5
2024.01.02	15:00:00	2067.97	2071.08	2064.87	2066.32	13232	0	5
2024.01.02	16:00:00	2066.32	2070.49	2062.16	2070.45	17990	0	5
2024.01.02	17:00:00	2070.45	2070.75	2055.84	2059.35	18878	0	5
2024.01.02	18:00:00	2059.35	2067.63	2059.16	2066.10	11998	0	5
2024.01.02	19:00:00	2066.17	2066.99	2061.83	2062.70	6625	0	5
2024.01.02	20:00:00	2062.70	2064.95	2060.59	2061.19	4621	0	5
2024.01.02	21:00:00	2061.19	2062.18	2060.47	2060.94	3336	0	5
2024.01.02	22:00:00	2060.95	2061.66	2058.00	2058.20	3478	0	5
2024.01.02	23:00:00	2058.25	2059.30	2058.06	2058.98	1560	0	5
2024.01.03	01:00:00	2058.79	2059.98	2058.45	2059.49	1525	0	5
2024.01.03	02:00:00	2059.52	2062.20	2059.16	2060.20	3043	0	5
2024.01.03	03:00:00	2060.22	2062.59	2059.54	2062.47	5556	0	5
2024.01.03	04:00:00	2062.46	2065.19	2061.60	2064.80	3971	0	5
2024.01.03	05:00:00	2064.80	2065.59	2063.28	2065.19	2919	0	5
2024.01.03	06:00:00	2065.19	2065.57	2064.40	2064.84	1406	0	5
2024.01.03	07:00:00	2064.80	2066.00	2063.47	2064.15	2839	0	5
2024.01.03	08:00:00	2064.15	2065.46	2063.40	2064.41	3414	0	5
2024.01.03	09:00:00	2064.41	2064.41	2060.83	2063.00	5587	0	5
2024.01.03	10:00:00	2063.00	2064.39	2058.78	2060.06	7284	0	5
2024.01.03	11:00:00	2060.14	2060.60	2054.23	2056.82	6888	0	5
2024.01.03	12:00:00	2056.83	2057.21	2052.70	2054.93	5443	0	5
2024.01.03	13:00:00	2054.93	2055.69	2046.65	2047.60	6731	0	5
2024.01.03	14:00:00	2047.60	2048.37	2041.81	2045.75	9988	0	5
2024.01.03	15:00:00	2045.75	2048.03	2038.74	2041.06	14539	0	5
2024.01.03	16:00:00	2041.06	2042.33	2031.78	2037.70	18373	0	5
2024.01.03	17:00:00	2037.66	2048.78	2031.84	2032.62	25493	0	5
2024.01.03	18:00:00	2032.62	2036.09	2031.30	2032.41	14630	0	5
2024.01.03	19:00:00	2032.50	2033.81	2030.65	2033.37	9142	0	5
2024.01.03	20:00:00	2033.37	2036.33	2032.94	2035.74	5668	0	5
2024.01.03	21:00:00	2035.74	2042.38	2030.66	2036.65	15431	0	5
2024.01.03	22:00:00	2036.67	2042.33	2036.50	2040.99	7655	0	5
2024.01.03	23:00:00	2041.01	2041.85	2040.38	2041.42	1426	0	5
2024.01.04	01:00:00	2041.97	2043.83	2041.52	2042.93	2241	0	5
2024.01.04	02:00:00	2042.92	2043.19	2041.60	2042.18	3096	0	5
2024.01.04	03:00:00	2042.17	2043.30	2040.11	2042.25	5506	0	5
2024.01.04	04:00:00	2042.21	2044.78	2042.21	2044.68	4758	0	5
2024.01.04	05:00:00	2044.67	2046.98	2044.17	2044.68	3051	0	5
2024.01.04	06:00:00	2044.68	2044.69	2042.44	2043.04	3014	0	5
2024.01.04	07:00:00	2043.04	2044.33	2042.41	2043.81	3392	0	5
2024.01.04	08:00:00	2043.78	2048.62	2043.67	2047.30	6156	0	5
2024.01.04	09:00:00	2047.30	2049.56	2046.50	2047.71	6620	0	5
2024.01.04	10:00:00	2047.71	2048.69	2045.42	2046.74	7009	0	5
2024.01.04	11:00:00	2046.74	2050.93	2046.28	2048.07	7406	0	5
2024.01.04	12:00:00	2048.07	2050.82	2046.71	2048.04	5561	0	5
2024.01.04	13:00:00	2048.04	2048.44	2044.92	2045.16	4966	0	5
2024.01.04	14:00:00	2045.16	2046.24	2043.31	2046.00	4779	0	5
2024.01.04	15:00:00	2046.00	2047.25	2038.80	2040.27	13230	0	5
2024.01.04	16:00:00	2040.25	2042.62	2036.25	2039.37	11821	0	5
2024.01.04	17:00:00	2039.37	2047.79	2039.13	2045.13	14229	0	5
2024.01.04	18:00:00	2045.13	2046.77	2044.09	2044.74	9457	0	5
2024.01.04	19:00:00	2044.73	2045.02	2040.83	2043.30	6618	0	5
2024.01.04	20:00:00	2043.31	2044.07	2041.57	2043.18	4222	0	5
2024.01.04	21:00:00	2043.18	2044.87	2042.46	2044.38	2714	0	5
2024.01.04	22:00:00	2044.38	2044.85	2043.06	2043.07	2866	0	5
2024.01.04	23:00:00	2043.07	2044.34	2043.06	2043.34	1226	0	5
2024.01.05	01:00:00	2043.41	2044.70	2042.71	2044.20	2154	0	5
2024.01.05	02:00:00	2044.22	2044.72	2043.25	2044.33	2848	0	5
2024.01.05	03:00:00	2044.33	2048.24	2044.05	2046.14	6279	0	5
2024.01.05	04:00:00	2046.19	2047.88	2045.70	2046.14	3134	0	6
2024.01.05	05:00:00	2046.14	2046.47	2044.83	2045.37	2942	0	5
2024.01.05	06:00:00	2045.37	2046.40	2044.54	2044.60	1773	0	5
2024.01.05	07:00:00	2044.60	2045.24	2043.17	2044.50	2800	0	5
2024.01.05	08:00:00	2044.49	2045.13	2040.91	2042.52	4609	0	5
2024.01.05	09:00:00	2042.52	2047.01	2042.11	2043.18	6241	0	5
2024.01.05	10:00:00	2043.18	2044.47	2041.40	2042.43	5996	0	5
2024.01.05	11:00:00	2042.43	2043.78	2038.41	2038.92	5648	0	5
2024.01.05	12:00:00	2038.98	2040.30	2037.39	2040.05	5238	0	5
2024.01.05	13:00:00	2040.05	2040.37	2037.13	2039.26	3194	0	5
2024.01.05	14:00:00	2039.26	2041.01	2038.41	2040.26	4471	0	5
2024.01.05	15:00:00	2040.26	2041.96	2024.42	2039.94	28293	0	5
2024.01.05	16:00:00	2039.94	2049.23	2038.77	2046.89	27526	0	5
2024.01.05	17:00:00	2046.91	2064.02	2046.56	2054.82	35425	0	5
2024.01.05	18:00:00	2054.82	2056.26	2044.15	2045.08	16427	0	5
2024.01.05	19:00:00	2045.08	2045.45	2040.47	2042.02	13213	0	5
2024.01.05	20:00:00	2042.01	2048.50	2040.54	2048.23	8959	0	5
2024.01.05	21:00:00	2048.23	2050.38	2044.91	2045.77	5671	0	5
2024.01.05	22:00:00	2045.77	2045.82	2042.91	2043.64	4261	0	5
2024.01.05	23:00:00	2043.72	2046.16	2043.72	2045.03	1578	0	5
2024.01.08	01:00:00	2044.68	2045.45	2042.90	2044.26	2410	0	5
2024.01.08	02:00:00	2044.28	2046.27	2043.76	2046.03	2010	0	5
2024.01.08	03:00:00	2046.03	2046.60	2042.85	2043.75	5526	0	5
2024.01.08	04:00:00	2043.75	2043.79	2041.22	2041.31	4567	0	5
2024.01.08	05:00:00	2041.31	2041.50	2035.08	2036.10	5368	0	5
2024.01.08	06:00:00	2036.10	2037.58	2035.61	2035.75	3578	0	5
2024.01.08	07:00:00	2035.74	2036.13	2027.02	2030.79	6195	0	5
2024.01.08	08:00:00	2030.79	2033.30	2030.35	2032.94	5250	0	5
2024.01.08	09:00:00	2032.94	2033.19	2028.61	2031.38	6978	0	5
2024.01.08	10:00:00	2031.37	2031.76	2027.31	2028.29	9490	0	5
2024.01.08	11:00:00	2028.29	2031.75	2026.54	2029.13	7268	0	5
2024.01.08	12:00:00	2029.12	2029.52	2026.98	2027.59	5299	0	5
2024.01.08	13:00:00	2027.59	2027.91	2016.76	2020.13	8455	0	5
2024.01.08	14:00:00	2020.13	2024.87	2018.95	2024.61	6565	0	5
2024.01.08	15:00:00	2024.61	2025.44	2018.45	2018.97	14503	0	5
2024.01.08	16:00:00	2018.97	2027.24	2018.52	2026.37	16098	0	5
2024.01.08	17:00:00	2026.41	2034.86	2025.55	2034.27	14459	0	5
2024.01.08	18:00:00	2034.27	2036.90	2031.42	2032.22	10487	0	5
