<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.11.18	13:00:00	1765.17	1765.68	1759.97	1760.32	4405	0	5
2022.11.18	14:00:00	1760.32	1762.63	1759.15	1760.06	3791	0	5
2022.11.18	15:00:00	1759.95	1764.23	1758.14	1760.20	6717	0	5
2022.11.18	16:00:00	1760.22	1761.24	1749.90	1753.54	9090	0	5
2022.11.18	17:00:00	1753.67	1758.63	1751.04	1757.28	8777	0	5
2022.11.18	18:00:00	1757.28	1757.96	1752.97	1754.26	6580	0	5
2022.11.18	19:00:00	1754.23	1754.98	1750.13	1751.37	4492	0	5
2022.11.18	20:00:00	1751.40	1752.82	1749.04	1749.04	3754	0	5
2022.11.18	21:00:00	1749.04	1749.63	1747.52	1748.42	2834	0	5
2022.11.18	22:00:00	1748.39	1749.83	1747.68	1748.60	3417	0	5
2022.11.18	23:00:00	1748.62	1750.57	1748.45	1750.23	1202	0	6
2022.11.21	01:00:00	1750.95	1752.57	1750.77	1752.32	1563	0	6
2022.11.21	02:00:00	1752.30	1752.96	1749.46	1750.47	1758	0	6
2022.11.21	03:00:00	1750.42	1750.43	1744.39	1746.19	3694	0	5
2022.11.21	04:00:00	1746.29	1746.29	1743.77	1744.35	3634	0	5
2022.11.21	05:00:00	1744.35	1746.92	1744.24	1746.84	1834	0	5
2022.11.21	06:00:00	1746.84	1747.45	1745.03	1746.02	1550	0	5
2022.11.21	07:00:00	1746.04	1747.12	1744.35	1746.78	1668	0	5
2022.11.21	08:00:00	1746.68	1747.06	1744.51	1745.36	2185	0	5
2022.11.21	09:00:00	1745.36	1746.83	1742.05	1742.50	3974	0	5
2022.11.21	10:00:00	1742.50	1744.20	1740.56	1742.04	6462	0	5
2022.11.21	11:00:00	1742.01	1742.87	1736.93	1738.46	6681	0	5
2022.11.21	12:00:00	1738.48	1742.22	1738.00	1741.76	4395	0	5
2022.11.21	13:00:00	1741.62	1741.67	1739.84	1740.02	2543	0	5
2022.11.21	14:00:00	1739.97	1741.17	1739.18	1740.39	2834	0	5
2022.11.21	15:00:00	1740.46	1747.03	1739.36	1743.53	6850	0	5
2022.11.21	16:00:00	1743.52	1746.41	1739.94	1741.31	9195	0	5
2022.11.21	17:00:00	1741.33	1742.02	1735.94	1736.70	7467	0	5
2022.11.21	18:00:00	1736.65	1736.73	1732.54	1732.98	4924	0	5
2022.11.21	19:00:00	1732.98	1737.36	1732.91	1736.64	5101	0	5
2022.11.21	20:00:00	1736.61	1739.63	1736.08	1737.15	4801	0	5
2022.11.21	21:00:00	1737.20	1739.34	1735.39	1735.40	3026	0	5
2022.11.21	22:00:00	1735.40	1739.30	1735.39	1739.21	2978	0	5
2022.11.21	23:00:00	1739.21	1739.29	1737.71	1737.71	791	0	5
2022.11.22	01:00:00	1737.94	1738.89	1737.32	1738.48	1053	0	18
2022.11.22	02:00:00	1738.48	1741.59	1737.98	1740.85	2162	0	6
2022.11.22	03:00:00	1740.78	1744.93	1740.43	1743.58	3763	0	5
2022.11.22	04:00:00	1743.58	1743.75	1741.83	1743.41	2738	0	5
2022.11.22	05:00:00	1743.41	1745.04	1742.07	1744.22	2320	0	5
2022.11.22	06:00:00	1744.18	1745.72	1743.67	1745.10	1993	0	5
2022.11.22	07:00:00	1745.22	1745.31	1740.86	1741.55	3024	0	5
2022.11.22	08:00:00	1741.55	1742.98	1740.61	1740.80	3311	0	5
2022.11.22	09:00:00	1740.86	1744.91	1740.30	1743.08	4752	0	5
2022.11.22	10:00:00	1743.04	1746.30	1741.93	1744.59	7178	0	5
2022.11.22	11:00:00	1744.59	1748.40	1743.86	1746.99	5503	0	5
2022.11.22	12:00:00	1746.99	1748.15	1746.00	1746.10	3179	0	5
2022.11.22	13:00:00	1746.11	1749.77	1745.78	1748.51	4866	0	5
2022.11.22	14:00:00	1748.56	1748.59	1745.92	1746.40	3474	0	5
2022.11.22	15:00:00	1746.40	1748.08	1743.03	1743.64	6023	0	5
2022.11.22	16:00:00	1743.70	1746.62	1741.65	1742.85	7094	0	5
2022.11.22	17:00:00	1742.84	1744.63	1741.69	1741.89	6565	0	5
2022.11.22	18:00:00	1741.89	1742.24	1739.77	1741.90	5020	0	5
2022.11.22	19:00:00	1741.90	1742.03	1738.55	1739.66	3972	0	5
2022.11.22	20:00:00	1739.66	1740.44	1737.60	1738.69	3362	0	5
2022.11.22	21:00:00	1738.69	1738.96	1737.04	1738.20	2777	0	5
2022.11.22	22:00:00	1738.18	1740.75	1737.32	1740.37	2419	0	5
2022.11.22	23:00:00	1740.32	1740.51	1739.62	1739.94	793	0	5
2022.11.23	01:00:00	1739.90	1741.21	1739.68	1741.17	939	0	6
2022.11.23	02:00:00	1741.17	1742.84	1740.96	1741.23	1720	0	6
2022.11.23	03:00:00	1741.25	1742.26	1739.00	1740.28	2402	0	5
2022.11.23	04:00:00	1740.28	1741.73	1738.97	1741.63	2224	0	5
2022.11.23	05:00:00	1741.63	1741.63	1736.82	1737.24	2495	0	5
2022.11.23	06:00:00	1737.20	1737.20	1732.84	1734.96	1774	0	5
2022.11.23	07:00:00	1735.05	1736.75	1733.46	1736.50	1755	0	5
2022.11.23	08:00:00	1736.50	1740.13	1736.37	1738.91	2512	0	5
2022.11.23	09:00:00	1738.94	1745.71	1738.19	1744.23	4090	0	5
2022.11.23	10:00:00	1744.25	1744.74	1739.37	1739.43	4314	0	5
2022.11.23	11:00:00	1739.48	1740.17	1735.54	1739.56	4989	0	5
2022.11.23	12:00:00	1739.63	1739.84	1734.50	1737.13	3651	0	5
2022.11.23	13:00:00	1737.15	1739.79	1736.51	1739.44	2915	0	5
2022.11.23	14:00:00	1739.47	1739.66	1736.30	1736.71	3206	0	5
2022.11.23	15:00:00	1736.71	1740.12	1726.50	1736.84	9298	0	5
2022.11.23	16:00:00	1736.84	1747.63	1735.65	1742.58	9105	0	5
2022.11.23	17:00:00	1742.68	1744.06	1738.56	1743.49	9603	0	5
2022.11.23	18:00:00	1743.52	1743.88	1741.17	1742.32	5553	0	5
2022.11.23	19:00:00	1742.25	1744.59	1741.34	1743.39	3522	0	5
2022.11.23	20:00:00	1743.34	1746.49	1743.19	1743.70	2601	0	5
2022.11.23	21:00:00	1743.66	1753.43	1742.50	1751.92	6405	0	5
2022.11.23	22:00:00	1751.97	1752.63	1750.48	1751.21	2981	0	5
2022.11.23	23:00:00	1751.21	1751.21	1749.30	1749.41	984	0	6
2022.11.24	01:00:00	1748.86	1752.24	1748.82	1752.18	1352	0	6
2022.11.24	02:00:00	1752.21	1755.06	1752.21	1753.45	2446	0	6
2022.11.24	03:00:00	1753.45	1756.07	1752.32	1755.51	4978	0	5
2022.11.24	04:00:00	1755.54	1755.84	1753.95	1755.11	3273	0	6
2022.11.24	05:00:00	1755.10	1756.58	1754.78	1756.25	2678	0	5
2022.11.24	06:00:00	1756.30	1756.82	1755.28	1755.73	1771	0	5
2022.11.24	07:00:00	1755.74	1755.82	1753.07	1753.13	2885	0	9
2022.11.24	08:00:00	1753.13	1755.72	1752.63	1755.26	3321	0	5
2022.11.24	09:00:00	1755.28	1757.60	1753.61	1753.78	4103	0	5
2022.11.24	10:00:00	1753.72	1756.93	1752.38	1755.74	5945	0	5
2022.11.24	11:00:00	1755.78	1758.20	1755.63	1756.39	5018	0	5
2022.11.24	12:00:00	1756.40	1758.63	1754.52	1756.23	5411	0	5
2022.11.24	13:00:00	1756.28	1758.61	1755.74	1758.28	4517	0	5
2022.11.24	14:00:00	1758.26	1758.56	1756.86	1757.36	3942	0	5
2022.11.24	15:00:00	1757.30	1757.68	1755.13	1757.04	5557	0	5
2022.11.24	16:00:00	1756.98	1757.38	1755.43	1756.08	4654	0	5
2022.11.24	17:00:00	1756.09	1758.51	1755.15	1756.80	4607	0	5
2022.11.24	18:00:00	1756.79	1757.34	1756.08	1756.87	2807	0	5
2022.11.24	19:00:00	1756.85	1757.34	1754.85	1755.35	1144	0	5
2022.11.24	20:00:00	1755.34	1755.60	1753.84	1753.89	580	0	5
2022.11.24	21:00:00	1753.89	1755.51	1753.89	1755.20	295	0	5
2022.11.25	01:00:00	1754.84	1755.97	1754.06	1755.31	885	0	6
2022.11.25	02:00:00	1755.20	1755.62	1752.34	1753.51	3133	0	6
2022.11.25	03:00:00	1753.54	1757.53	1753.04	1756.66	4431	0	5
2022.11.25	04:00:00	1756.55	1759.35	1756.47	1758.69	3319	0	5
2022.11.25	05:00:00	1758.68	1759.71	1757.51	1759.55	2874	0	5
2022.11.25	06:00:00	1759.52	1761.07	1758.24	1758.55	2642	0	5
2022.11.25	07:00:00	1758.60	1758.94	1755.67	1756.63	3104	0	5
2022.11.25	08:00:00	1756.53	1757.10	1754.48	1756.88	3238	0	5
2022.11.25	09:00:00	1756.93	1757.03	1751.54	1751.61	4222	0	5
2022.11.25	10:00:00	1751.65	1753.77	1749.99	1752.43	5653	0	5
2022.11.25	11:00:00	1752.43	1753.60	1749.26	1750.88	5471	0	5
2022.11.25	12:00:00	1750.90	1754.40	1750.14	1752.52	4362	0	5
2022.11.25	13:00:00	1752.54	1753.95	1751.00	1751.05	3124	0	5
2022.11.25	14:00:00	1751.05	1751.93	1749.87	1750.82	4086	0	8
2022.11.25	15:00:00	1750.85	1751.44	1745.94	1748.37	7879	0	8
2022.11.25	16:00:00	1748.37	1752.62	1747.00	1751.78	7343	0	8
2022.11.25	17:00:00	1751.72	1752.46	1749.28	1750.34	6529	0	8
2022.11.25	18:00:00	1750.32	1751.74	1749.50	1751.40	5472	0	8
2022.11.25	19:00:00	1751.39	1755.54	1750.94	1753.18	3512	0	8
2022.11.25	20:00:00	1753.18	1756.31	1752.87	1754.54	1382	0	8
2022.11.28	01:00:00	1754.03	1755.58	1750.09	1750.86	1563	0	8
2022.11.28	02:00:00	1750.82	1753.91	1750.82	1751.89	2491	0	8
2022.11.28	03:00:00	1751.92	1751.93	1745.85	1746.81	4920	0	8
2022.11.28	04:00:00	1746.83	1750.79	1746.16	1750.27	3887	0	8
2022.11.28	05:00:00	1750.24	1750.53	1748.54	1749.65	1788	0	8
2022.11.28	06:00:00	1749.63	1751.70	1749.36	1751.51	1552	0	8
2022.11.28	07:00:00	1751.51	1752.21	1748.41	1749.43	2485	0	8
2022.11.28	08:00:00	1749.55	1753.09	1749.10	1751.68	3221	0	8
2022.11.28	09:00:00	1751.81	1754.05	1749.72	1750.79	3782	0	8
2022.11.28	10:00:00	1750.77	1759.99	1749.84	1759.30	5962	0	8
2022.11.28	11:00:00	1759.30	1762.86	1759.02	1760.92	4299	0	8
2022.11.28	12:00:00	1760.92	1763.69	1760.40	1760.70	3110	0	8
2022.11.28	13:00:00	1760.74	1762.13	1757.71	1758.68	3740	0	8
2022.11.28	14:00:00	1758.73	1759.12	1754.14	1755.43	3618	0	8
2022.11.28	15:00:00	1755.43	1756.72	1750.20	1753.49	6974	0	8
2022.11.28	16:00:00	1753.43	1753.43	1745.01	1748.44	10353	0	8
2022.11.28	17:00:00	1748.44	1750.18	1743.02	1745.45	6658	0	8
2022.11.28	18:00:00	1745.36	1746.73	1741.85	1745.18	6475	0	8
2022.11.28	19:00:00	1745.18	1745.63	1742.06	1742.65	4006	0	8
2022.11.28	20:00:00	1742.58	1743.00	1740.41	1740.52	2906	0	8
2022.11.28	21:00:00	1740.52	1741.07	1739.59	1740.19	1777	0	8
2022.11.28	22:00:00	1740.19	1742.01	1739.64	1740.10	1857	0	8
2022.11.28	23:00:00	1740.05	1741.82	1739.99	1741.47	1148	0	8
2022.11.29	01:00:00	1740.50	1741.96	1739.48	1741.32	1432	0	8
2022.11.29	02:00:00	1741.36	1742.48	1740.57	1740.86	1980	0	8
2022.11.29	03:00:00	1740.81	1746.42	1740.22	1746.33	3859	0	8
2022.11.29	04:00:00	1746.35	1747.43	1744.60	1744.88	2608	0	8
2022.11.29	05:00:00	1744.84	1750.57	1744.62	1750.46	3762	0	8
2022.11.29	06:00:00	1750.46	1754.16	1749.99	1753.73	3043	0	8
2022.11.29	07:00:00	1753.72	1755.00	1752.79	1754.19	2979	0	8
2022.11.29	08:00:00	1754.19	1754.71	1751.45	1752.06	4040	0	8
2022.11.29	09:00:00	1752.05	1754.77	1751.62	1753.94	4025	0	8
2022.11.29	10:00:00	1753.89	1758.96	1752.65	1757.27	5342	0	8
2022.11.29	11:00:00	1757.36	1757.85	1752.19	1754.04	3941	0	8
2022.11.29	12:00:00	1754.04	1756.32	1753.87	1755.32	3844	0	8
2022.11.29	13:00:00	1755.30	1757.36	1753.30	1757.36	3581	0	8
2022.11.29	14:00:00	1757.31	1757.48	1753.00	1755.19	3363	0	8
2022.11.29	15:00:00	1755.28	1756.70	1749.98	1751.62	7904	0	8
2022.11.29	16:00:00	1751.59	1753.35	1746.90	1752.02	6763	0	8
2022.11.29	17:00:00	1752.16	1758.07	1750.80	1755.15	7205	0	8
2022.11.29	18:00:00	1755.17	1755.55	1749.68	1751.54	6413	0	8
2022.11.29	19:00:00	1751.60	1752.22	1749.67	1751.00	3571	0	8
2022.11.29	20:00:00	1750.91	1752.07	1748.87	1751.39	2809	0	8
2022.11.29	21:00:00	1751.39	1752.41	1749.51	1750.29	2229	0	8
2022.11.29	22:00:00	1750.35	1750.45	1747.87	1748.63	2207	0	8
2022.11.29	23:00:00	1748.70	1749.90	1748.39	1749.68	1289	0	8
2022.11.30	01:00:00	1749.07	1749.33	1748.48	1748.85	957	0	8
2022.11.30	02:00:00	1748.96	1751.21	1747.75	1751.21	1413	0	8
2022.11.30	03:00:00	1751.21	1754.11	1750.28	1752.86	2174	0	8
2022.11.30	04:00:00	1752.86	1753.87	1751.26	1753.29	1410	0	8
2022.11.30	05:00:00	1753.22	1754.64	1753.00	1754.64	1404	0	8
2022.11.30	06:00:00	1754.64	1755.72	1754.20	1754.32	1076	0	8
2022.11.30	07:00:00	1754.32	1755.40	1753.71	1753.71	1611	0	8
2022.11.30	08:00:00	1753.60	1754.80	1752.94	1753.43	1940	0	8
2022.11.30	09:00:00	1753.43	1756.76	1752.92	1755.13	2867	0	8
2022.11.30	10:00:00	1755.07	1759.76	1754.82	1759.51	3647	0	8
2022.11.30	11:00:00	1759.51	1762.07	1758.96	1761.97	4691	0	8
2022.11.30	12:00:00	1761.98	1763.12	1758.37	1758.62	4671	0	8
2022.11.30	13:00:00	1758.71	1762.42	1758.35	1762.19	4088	0	8
2022.11.30	14:00:00	1762.30	1763.31	1760.32	1760.79	3791	0	8
2022.11.30	15:00:00	1760.80	1764.64	1754.12	1755.11	9895	0	8
2022.11.30	16:00:00	1755.13	1763.21	1754.50	1756.92	8824	0	8
2022.11.30	17:00:00	1757.01	1757.11	1749.13	1752.56	8619	0	8
2022.11.30	18:00:00	1752.61	1754.25	1750.44	1752.07	4618	0	8
2022.11.30	19:00:00	1752.17	1754.02	1751.24	1752.81	3080	0	8
2022.11.30	20:00:00	1752.81	1761.06	1744.87	1760.32	8454	0	8
2022.11.30	21:00:00	1760.41	1768.87	1757.75	1767.88	9700	0	8
2022.11.30	22:00:00	1767.92	1769.99	1766.31	1769.80	5681	0	8
2022.11.30	23:00:00	1769.87	1769.90	1767.81	1768.50	2254	0	8
2022.12.01	01:00:00	1768.24	1773.52	1768.21	1773.42	2094	0	8
2022.12.01	02:00:00	1773.32	1778.69	1773.32	1778.43	3400	0	8
2022.12.01	03:00:00	1778.42	1780.03	1775.49	1775.80	4709	0	8
2022.12.01	04:00:00	1775.77	1775.99	1771.98	1773.45	5358	0	8
2022.12.01	05:00:00	1773.45	1776.86	1773.15	1776.57	3259	0	9
2022.12.01	06:00:00	1776.57	1780.02	1776.07	1779.56	2555	0	8
2022.12.01	07:00:00	1779.57	1782.61	1779.18	1780.07	3478	0	8
2022.12.01	08:00:00	1780.08	1783.73	1779.61	1782.70	3241	0	8
2022.12.01	09:00:00	1782.70	1783.58	1774.62	1775.32	4842	0	8
2022.12.01	10:00:00	1775.41	1779.16	1774.77	1778.22	6135	0	8
2022.12.01	11:00:00	1778.24	1778.69	1776.26	1778.23	3946	0	8
2022.12.01	12:00:00	1778.24	1780.03	1776.51	1776.66	2938	0	8
2022.12.01	13:00:00	1776.71	1781.32	1776.50	1780.51	3381	0	8
2022.12.01	14:00:00	1780.70	1785.14	1780.62	1784.73	4496	0	8
2022.12.01	15:00:00	1784.73	1792.23	1784.44	1789.46	9675	0	8
2022.12.01	16:00:00	1789.46	1803.48	1789.19	1801.57	10447	0	8
2022.12.01	17:00:00	1801.53	1804.00	1794.22	1796.45	11273	0	8
2022.12.01	18:00:00	1796.45	1802.83	1796.17	1802.38	6079	0	8
2022.12.01	19:00:00	1802.38	1802.61	1798.89	1801.53	5383	0	8
2022.12.01	20:00:00	1801.53	1802.89	1799.23	1801.38	4254	0	8
2022.12.01	21:00:00	1801.38	1803.34	1800.22	1803.28	2896	0	8
2022.12.01	22:00:00	1803.29	1803.51	1801.19	1803.45	2332	0	8
2022.12.01	23:00:00	1803.45	1803.50	1802.36	1802.82	1561	0	8
2022.12.02	01:00:00	1802.15	1804.38	1801.70	1802.27	1529	0	8
2022.12.02	02:00:00	1802.27	1802.53	1799.64	1799.82	1836	0	8
2022.12.02	03:00:00	1799.83	1800.28	1797.20	1797.99	1732	0	8
2022.12.02	04:00:00	1797.99	1798.63	1795.53	1798.04	2476	0	8
2022.12.02	05:00:00	1798.07	1799.03	1796.27	1798.24	2136	0	8
2022.12.02	06:00:00	1798.24	1798.54	1795.80	1797.40	1751	0	8
2022.12.02	07:00:00	1797.40	1798.49	1796.27	1797.17	2266	0	8
2022.12.02	08:00:00	1797.17	1800.46	1797.04	1798.97	3260	0	8
2022.12.02	09:00:00	1799.06	1802.59	1798.74	1801.71	3192	0	8
2022.12.02	10:00:00	1801.71	1802.95	1798.93	1802.03	6327	0	8
2022.12.02	11:00:00	1802.03	1802.69	1799.97	1801.80	5300	0	8
2022.12.02	12:00:00	1801.85	1801.85	1799.31	1800.22	3063	0	8
2022.12.02	13:00:00	1800.22	1800.42	1797.93	1798.46	3548	0	8
2022.12.02	14:00:00	1798.49	1799.45	1797.17	1799.33	3500	0	8
2022.12.02	15:00:00	1799.41	1800.96	1778.55	1785.59	12862	0	8
2022.12.02	16:00:00	1785.51	1787.00	1781.74	1785.69	12090	0	8
2022.12.02	17:00:00	1785.74	1787.06	1780.90	1785.70	7973	0	8
2022.12.02	18:00:00	1785.69	1796.49	1784.58	1795.57	6987	0	8
2022.12.02	19:00:00	1795.57	1798.49	1794.65	1795.22	5069	0	8
2022.12.02	20:00:00	1795.27	1796.92	1794.69	1795.45	4082	0	8
2022.12.02	21:00:00	1795.46	1798.64	1793.52	1798.55	3766	0	8
2022.12.02	22:00:00	1798.54	1799.51	1797.20	1797.51	3557	0	8
2022.12.02	23:00:00	1797.45	1798.80	1797.09	1798.61	797	0	8
2022.12.05	01:00:00	1796.53	1799.32	1794.32	1799.04	2020	0	8
2022.12.05	02:00:00	1799.05	1800.80	1798.56	1799.97	2884	0	8
2022.12.05	03:00:00	1800.00	1808.28	1799.83	1806.41	4058	0	8
2022.12.05	04:00:00	1806.41	1808.12	1805.69	1807.03	3459	0	8
2022.12.05	05:00:00	1807.03	1808.96	1806.03	1808.51	2796	0	8
2022.12.05	06:00:00	1808.56	1809.97	1808.00	1808.73	2540	0	8
2022.12.05	07:00:00	1808.74	1809.39	1806.52	1807.36	3303	0	8
2022.12.05	08:00:00	1807.39	1807.78	1802.51	1803.11	3413	0	8
2022.12.05	09:00:00	1803.18	1803.52	1797.45	1799.85	5130	0	8
2022.12.05	10:00:00	1799.86	1800.50	1796.75	1797.76	5630	0	8
2022.12.05	11:00:00	1797.78	1798.96	1794.99	1796.78	4842	0	8
2022.12.05	12:00:00	1796.75	1797.46	1793.33	1795.14	3811	0	8
2022.12.05	13:00:00	1795.19	1796.37	1793.81	1793.90	2618	0	8
2022.12.05	14:00:00	1793.97	1797.98	1793.57	1797.82	4228	0	8
2022.12.05	15:00:00	1797.83	1798.46	1790.96	1792.57	8105	0	8
2022.12.05	16:00:00	1792.55	1793.37	1783.78	1783.91	8249	0	8
2022.12.05	17:00:00	1778.65	1782.25	1773.04	1777.91	13076	0	8
2022.12.05	18:00:00	1777.95	1779.43	1771.96	1773.41	6061	0	8
2022.12.05	19:00:00	1773.31	1773.32	1768.95	1769.82	5376	0	8
2022.12.05	20:00:00	1769.83	1770.37	1766.25	1766.77	4663	0	8
2022.12.05	21:00:00	1766.73	1768.26	1765.81	1768.13	3470	0	8
2022.12.05	22:00:00	1768.13	1768.95	1766.75	1766.75	2719	0	8
2022.12.05	23:00:00	1766.74	1768.87	1766.74	1768.64	1755	0	8
2022.12.06	01:00:00	1768.29	1770.25	1767.40	1769.28	1517	0	8
2022.12.06	02:00:00	1769.28	1770.73	1768.18	1770.34	1633	0	8
2022.12.06	03:00:00	1770.31	1776.11	1769.80	1774.56	4055	0	8
2022.12.06	04:00:00	1774.54	1776.21	1771.23	1771.76	3308	0	8
2022.12.06	05:00:00	1771.76	1775.30	1771.34	1771.94	2195	0	8
2022.12.06	06:00:00	1771.91	1774.93	1771.86	1772.48	1947	0	8
2022.12.06	07:00:00	1772.48	1773.11	1768.77	1770.81	2901	0	8
2022.12.06	08:00:00	1770.81	1771.46	1767.27	1768.99	3033	0	8
2022.12.06	09:00:00	1768.89	1772.76	1767.80	1771.54	3402	0	8
2022.12.06	10:00:00	1771.52	1773.89	1769.27	1772.92	4827	0	8
2022.12.06	11:00:00	1772.92	1773.55	1770.22	1771.13	4312	0	8
2022.12.06	12:00:00	1771.01	1775.05	1771.00	1773.77	3348	0	8
2022.12.06	13:00:00	1773.77	1778.99	1773.77	1778.96	3785	0	8
2022.12.06	14:00:00	1778.93	1780.84	1778.21	1780.54	4382	0	8
2022.12.06	15:00:00	1780.54	1780.74	1776.23	1778.26	6133	0	8
2022.12.06	16:00:00	1778.26	1778.74	1773.99	1774.02	7760	0	8
2022.12.06	17:00:00	1774.02	1774.44	1770.78	1772.55	9743	0	8
2022.12.06	18:00:00	1772.56	1776.27	1771.86	1772.03	5782	0	8
2022.12.06	19:00:00	1772.03	1772.79	1770.29	1771.53	3239	0	8
2022.12.06	20:00:00	1771.51	1771.71	1767.30	1767.87	3291	0	8
2022.12.06	21:00:00	1767.87	1771.83	1767.87	1771.40	2697	0	8
2022.12.06	22:00:00	1771.40	1772.71	1770.72	1771.58	2220	0	8
2022.12.06	23:00:00	1771.64	1772.55	1770.82	1770.97	976	0	8
2022.12.07	01:00:00	1770.67	1771.34	1770.18	1770.91	1189	0	8
2022.12.07	02:00:00	1770.91	1771.45	1769.13	1769.97	1949	0	8
2022.12.07	03:00:00	1769.92	1773.75	1768.66	1773.43	4324	0	8
2022.12.07	04:00:00	1773.43	1775.15	1772.71	1774.08	2685	0	8
2022.12.07	05:00:00	1773.98	1773.98	1770.45	1773.13	1622	0	8
2022.12.07	06:00:00	1773.12	1773.20	1770.37	1770.90	1183	0	8
2022.12.07	07:00:00	1770.90	1774.56	1770.90	1773.10	2418	0	8
2022.12.07	08:00:00	1773.18	1773.18	1769.60	1772.23	2667	0	8
2022.12.07	09:00:00	1772.18	1775.17	1771.10	1772.85	3284	0	8
2022.12.07	10:00:00	1772.84	1775.89	1771.18	1775.41	4362	0	8
2022.12.07	11:00:00	1775.41	1775.54	1771.39	1772.47	3602	0	8
2022.12.07	12:00:00	1772.42	1775.17	1771.49	1772.50	3097	0	8
2022.12.07	13:00:00	1772.50	1774.83	1771.17	1771.51	3226	0	8
2022.12.07	14:00:00	1771.46	1775.61	1770.80	1775.10	3592	0	8
2022.12.07	15:00:00	1775.06	1779.32	1773.87	1778.31	7861	0	8
2022.12.07	16:00:00	1778.40	1787.48	1776.06	1783.21	10711	0	8
2022.12.07	17:00:00	1783.18	1787.81	1777.49	1780.55	12209	0	8
2022.12.07	18:00:00	1780.59	1782.67	1776.33	1782.31	7231	0	8
2022.12.07	19:00:00	1782.28	1783.69	1780.98	1783.10	5468	0	8
2022.12.07	20:00:00	1783.10	1789.84	1782.71	1788.14	3925	0	8
2022.12.07	21:00:00	1788.15	1790.53	1786.41	1789.84	3015	0	8
2022.12.07	22:00:00	1789.74	1790.12	1786.64	1787.04	3421	0	8
2022.12.07	23:00:00	1787.03	1787.65	1785.31	1786.05	1286	0	8
2022.12.08	01:00:00	1786.14	1787.59	1785.48	1787.02	1136	0	8
2022.12.08	02:00:00	1787.05	1788.08	1785.32	1785.45	1858	0	8
2022.12.08	03:00:00	1785.42	1785.45	1781.47	1782.19	3558	0	8
2022.12.08	04:00:00	1782.27	1784.10	1781.68	1781.90	3474	0	8
2022.12.08	05:00:00	1781.82	1784.31	1781.38	1783.87	2856	0	8
2022.12.08	06:00:00	1783.87	1783.88	1781.84	1783.53	1934	0	8
2022.12.08	07:00:00	1783.54	1784.67	1781.97	1784.45	1942	0	8
2022.12.08	08:00:00	1784.37	1786.99	1783.66	1786.22	2132	0	8
2022.12.08	09:00:00	1786.09	1787.09	1784.80	1786.00	2956	0	8
2022.12.08	10:00:00	1786.01	1786.01	1781.93	1782.99	4057	0	8
2022.12.08	11:00:00	1782.98	1785.07	1781.63	1783.27	4127	0	8
2022.12.08	12:00:00	1783.30	1784.54	1781.80	1783.74	3578	0	8
2022.12.08	13:00:00	1783.73	1785.49	1782.20	1783.74	2778	0	8
2022.12.08	14:00:00	1783.61	1786.97	1783.41	1786.12	3972	0	8
2022.12.08	15:00:00	1786.12	1791.94	1785.64	1789.50	8389	0	8
2022.12.08	16:00:00	1789.56	1792.64	1784.47	1792.48	8906	0	8
2022.12.08	17:00:00	1792.30	1794.83	1789.97	1790.21	8640	0	8
2022.12.08	18:00:00	1790.25	1791.00	1786.95	1789.85	6759	0	8
2022.12.08	19:00:00	1789.85	1789.95	1787.16	1787.17	4391	0	8
2022.12.08	20:00:00	1787.17	1792.06	1786.61	1789.60	3193	0	8
2022.12.08	21:00:00	1789.60	1790.21	1786.92	1789.55	3117	0	8
2022.12.08	22:00:00	1789.46	1789.51	1787.67	1788.53	2727	0	8
2022.12.08	23:00:00	1788.53	1789.54	1788.24	1788.90	1176	0	8
2022.12.09	01:00:00	1789.60	1790.14	1788.98	1789.29	911	0	10
2022.12.09	02:00:00	1789.28	1790.40	1788.47	1790.33	1480	0	8
2022.12.09	03:00:00	1790.22	1795.68	1789.79	1794.23	3398	0	8
2022.12.09	04:00:00	1794.23	1794.58	1792.05	1793.27	3342	0	8
2022.12.09	05:00:00	1793.24	1795.56	1793.07	1795.27	3112	0	8
2022.12.09	06:00:00	1795.27	1797.48	1795.27	1796.54	1446	0	8
2022.12.09	07:00:00	1796.54	1797.77	1795.02	1795.18	1934	0	8
2022.12.09	08:00:00	1795.28	1796.33	1793.79	1795.70	1588	0	8
2022.12.09	09:00:00	1795.71	1796.94	1790.95	1792.73	2935	0	8
2022.12.09	10:00:00	1792.73	1792.77	1790.29	1790.74	2959	0	8
2022.12.09	11:00:00	1790.73	1792.92	1788.89	1792.63	3364	0	8
2022.12.09	12:00:00	1792.70	1794.78	1792.65	1794.57	2370	0	8
2022.12.09	13:00:00	1794.57	1801.19	1793.57	1800.44	4240	0	8
2022.12.09	14:00:00	1800.44	1801.74	1799.30	1800.63	3783	0	8
2022.12.09	15:00:00	1800.63	1804.33	1789.97	1797.98	10362	0	0
2022.12.09	16:00:00	1798.08	1799.20	1794.13	1798.10	9852	0	8
2022.12.09	17:00:00	1798.13	1800.41	1790.20	1796.79	9806	0	8
2022.12.09	18:00:00	1796.85	1806.10	1796.03	1804.67	5766	0	8
2022.12.09	19:00:00	1804.67	1805.09	1798.52	1798.82	3864	0	8
2022.12.09	20:00:00	1798.87	1798.92	1797.37	1798.48	2462	0	8
