timestamp,open,high,low,close,volume
2020-01-02 09:00:00+00:00,257.7406,257.7766,257.7137,257.7676,1900
2020-01-02 10:00:00+00:00,257.8575,257.9384,257.8575,257.9384,2898
2020-01-02 11:00:00+00:00,257.8575,257.8575,257.8485,257.8485,1000
2020-01-02 12:00:00+00:00,257.6508,257.8395,257.6508,257.8036,4300
2020-01-02 13:00:00+00:00,257.7586,257.8844,257.7227,257.8395,16034
2020-01-02 14:00:00+00:00,257.8125,258.2259,257.3632,258.0956,475268
2020-01-02 15:00:00+00:00,258.0911,258.0911,257.1655,257.9204,572031
2020-01-02 16:00:00+00:00,257.9114,258.0282,257.5609,257.9966,347578
2020-01-02 17:00:00+00:00,258.0013,258.2439,257.9563,258.175,322333
2020-01-02 18:00:00+00:00,258.172,258.172,257.8665,257.9923,220587
2020-01-02 19:00:00+00:00,257.9833,258.5315,257.9482,258.4776,427391
2020-01-02 20:00:00+00:00,258.4686,259.3943,258.4506,259.3853,731310
2020-01-02 21:00:00+00:00,259.3943,259.592,259.2954,259.592,40451
2020-01-02 22:00:00+00:00,259.5021,259.5243,259.4122,259.5243,661
2020-01-02 23:00:00+00:00,259.592,259.7358,259.3853,259.6639,1994
2020-01-03 00:00:00+00:00,259.7088,259.7178,259.6459,259.7088,4400
2020-01-03 09:00:00+00:00,256.9857,256.9857,256.7161,256.8959,26000
2020-01-03 10:00:00+00:00,257.0217,257.0217,255.8713,255.9882,5433
2020-01-03 11:00:00+00:00,256.0601,256.3117,256.0601,256.2578,1150
2020-01-03 12:00:00+00:00,256.2847,257.0127,256.2578,257.0127,7761
2020-01-03 13:00:00+00:00,256.3207,257.7227,256.3027,257.1745,46164
2020-01-03 14:00:00+00:00,257.1385,257.8395,256.2937,257.6328,567646
2020-01-03 15:00:00+00:00,257.6148,257.6508,257.0037,257.2284,475223
2020-01-03 16:00:00+00:00,257.2553,257.7406,256.8509,257.6687,326406
2020-01-03 17:00:00+00:00,257.6777,258.0282,257.6687,257.8665,224697
2020-01-03 18:00:00+00:00,257.8754,257.9833,257.0307,257.462,346167
2020-01-03 19:00:00+00:00,257.48,257.8305,257.2464,257.7766,336965
2020-01-03 20:00:00+00:00,257.7766,258.0192,257.2104,257.2374,566950
2020-01-03 21:00:00+00:00,257.3182,257.462,257.2014,257.2284,40044
2020-01-03 22:00:00+00:00,257.2733,257.3182,257.2733,257.3182,300
2020-01-06 09:00:00+00:00,255.413,255.413,255.2602,255.2602,949
2020-01-06 10:00:00+00:00,255.7635,255.8803,255.7635,255.8803,1200
2020-01-06 11:00:00+00:00,255.7725,255.7725,255.7455,255.7455,500
2020-01-06 12:00:00+00:00,255.7545,256.1409,255.7374,256.087,5436
2020-01-06 13:00:00+00:00,255.7365,255.9073,255.6017,255.6378,31728
2020-01-06 14:00:00+00:00,255.7006,256.3027,255.377,256.114,341620
2020-01-06 15:00:00+00:00,256.1409,256.7071,256.0421,256.5184,272388
2020-01-06 16:00:00+00:00,256.5274,256.9678,256.4106,256.7341,131523
2020-01-06 17:00:00+00:00,256.6981,256.9358,256.6361,256.8338,104931
2020-01-06 18:00:00+00:00,256.8258,257.2832,256.8258,257.2464,139469
2020-01-06 19:00:00+00:00,257.2553,257.5429,257.1385,257.2239,115981
2020-01-06 20:00:00+00:00,257.2374,257.9563,257.1115,257.9114,320001
2020-01-06 21:00:00+00:00,257.9114,258.163,257.5339,257.5339,32748
2020-01-06 22:00:00+00:00,257.516,257.516,257.516,257.516,100
2020-01-06 23:00:00+00:00,257.6598,257.9114,257.48,257.48,2120
2020-01-07 00:00:00+00:00,257.7496,257.9743,257.7496,257.9743,1290
2020-01-07 09:00:00+00:00,258.0282,258.0282,258.0282,258.0282,424
2020-01-07 10:00:00+00:00,257.7676,257.7676,257.7676,257.7676,200
2020-01-07 12:00:00+00:00,257.7856,257.9384,257.7505,257.9384,3701
2020-01-07 13:00:00+00:00,257.7766,258.0552,257.3812,257.3901,8162
2020-01-07 14:00:00+00:00,257.48,257.507,256.6532,256.9947,290968
2020-01-07 15:00:00+00:00,257.0666,257.5968,256.8959,257.5518,196501
2020-01-07 16:00:00+00:00,257.5339,257.7382,256.8959,256.8959,121800
2020-01-07 17:00:00+00:00,256.9669,257.0756,256.7521,256.9048,78508
2020-01-07 18:00:00+00:00,256.8779,257.0756,256.8329,256.9947,111616
2020-01-07 19:00:00+00:00,257.0307,257.0396,256.797,257.0396,150636
2020-01-07 20:00:00+00:00,257.0486,257.2973,256.7521,256.788,253535
2020-01-07 21:00:00+00:00,256.806,256.806,255.9612,256.4914,64863
2020-01-07 22:00:00+00:00,256.4914,256.4914,256.4914,256.4914,100
2020-01-07 23:00:00+00:00,256.4016,256.797,253.8313,254.3615,39447
2020-01-08 00:00:00+00:00,254.2716,254.2716,252.7258,253.5706,68550
2020-01-08 09:00:00+00:00,255.6736,255.8893,255.6736,255.8893,2447
2020-01-08 10:00:00+00:00,255.9882,256.6892,255.7725,256.6892,3796
2020-01-08 11:00:00+00:00,256.6262,256.8959,256.5184,256.5993,3622
2020-01-08 12:00:00+00:00,256.6262,256.8509,256.4285,256.815,34523
2020-01-08 13:00:00+00:00,256.5362,256.9138,256.3117,256.4016,37771
2020-01-08 14:00:00+00:00,256.4465,257.1834,256.2061,256.9857,250542
2020-01-08 15:00:00+00:00,257.0396,257.4402,256.7431,257.1475,151423
2020-01-08 16:00:00+00:00,257.1655,258.8461,257.0127,258.4981,392913
2020-01-08 17:00:00+00:00,258.5315,258.8021,258.4686,258.6483,214993
2020-01-08 18:00:00+00:00,258.6843,258.6843,258.3877,258.4506,158125
2020-01-08 19:00:00+00:00,258.4776,258.9629,258.4686,258.9629,190228
2020-01-08 20:00:00+00:00,258.9449,259.4302,258.19,258.3068,1449200
